C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,"1,000.00",N/A,"299,072.87",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P02,"1,000.00",N/A,"298,957.05",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P03,"1,000.00",N/A,"250,412.50",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P04,"1,000.00",N/A,"262,372.44",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P05,"1,000.00",N/A,"248,751.09",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P06,"1,000.00",N/A,"264,324.19",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P07,"1,000.00",N/A,"246,329.17",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P08,"1,000.00",N/A,"248,269.32",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P09,"1,000.00",N/A,"235,514.44",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P10,"1,000.00",N/A,"237,108.76",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P11,"1,000.00",N/A,"223,440.42",N/A,N/A,"19,644.12",670.00,"16,780.56"
2024,P12,"1,000.00",N/A,"214,316.36",N/A,N/A,"19,644.12",670.00,"16,780.56"
