C601,R027-0101,R027-0102,R027-0103,R027-0104,R027-0105,R027-0106
2024,372923,NA,4612,NA,NA,NA
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
