C601,C003,R027-0401,R027-0402,R027-0403,R027-0404
2024,P240200001,NO,SI,NO,NO
2024,P240200004,NO,SI,NO,NO
2024,P240200005,NO,SI,NO,NO
2024,P240200011,NO,SI,NO,NO
2024,P240200013,NO,SI,NO,NO
2024,P240200037,NO,SI,NO,NO
2024,P240200081,NO,SI,NO,NO
2024,P240200088,NO,SI,NO,NO
2024,P240200092,NO,SI,NO,NO
2024,P240200096,NO,SI,NO,NO
2024,P240200098,NO,SI,NO,NO
2024,P240200100,NO,SI,NO,NO
2024,P240200105,NO,SI,NO,NO
2024,P240200107,NO,SI,NO,NO
2024,P240070001,NO,SI,NO,NO
2024,P240070006,NO,SI,NO,NO
2024,P240070019,NO,SI,NO,NO
2024,P240070037,NO,SI,NO,NO
2024,P240070046,NO,SI,NO,NO
2024,P240470001,NO,SI,NO,NO
2024,P240470017,NO,SI,NO,NO
