C601,C003,R027-0301,R027-0302,R027-0303,R027-0304,R027-0305,R027-0306
2024,P240200001,NA,NA,8,NA,NA,356
2024,P240200004,NA,NA,1,NA,NA,NA
2024,P240200005,NA,NA,4,NA,NA,NA
2024,P240200011,NA,NA,4,NA,NA,NA
2024,P240200013,NA,NA,1,NA,NA,NA
2024,P240200037,NA,NA,2,NA,NA,NA
2024,P240200081,NA,NA,2,NA,NA,NA
2024,P240200088,NA,NA,4,NA,NA,NA
2024,P240200092,NA,NA,3,NA,NA,NA
2024,P240200096,NA,NA,4,NA,NA,NA
2024,P240200098,NA,NA,1,NA,NA,NA
2024,P240200100,NA,NA,3,NA,NA,NA
2024,P240200105,NA,NA,1,NA,NA,NA
2024,P240200107,NA,NA,1,NA,NA,NA
2024,P240070001,NA,NA,5,NA,NA,NA
2024,P240070006,NA,NA,1,NA,NA,NA
2024,P240070019,NA,NA,1,NA,NA,NA
2024,P240070037,NA,NA,2,NA,NA,NA
2024,P240070046,NA,NA,2,NA,NA,NA
2024,P240470001,NA,NA,2,NA,NA,NA
2024,P240470017,NA,NA,1,NA,NA,NA
