P03601,P03602,P03203,R026-0101,R026-0102,R026-0103,R026-0104,R026-0105
2024,P10,P03,NA,NA,14725853.74,NA,214805.1765
2024,P10,P05,NA,NA,15342311.88,NA,138436.59
2024,P11,P03,NA,NA,17603430.45,NA,178284.3987
2024,P11,P05,NA,NA,16033181.42,NA,75501.28267
2024,P12,P03,NA,NA,8740539.641,NA,205810.7597
2024,P12,P05,NA,NA,15165593.39,NA,33291.21713
