C601,C602,R001-0201,R001-0202,R001-0203,R001-0204,R001-0205,R001-0206,R001-0207,R001-0208
2024,P10,NA,NA,29692386.94,NA,NA,1204757.84,NA,402717.92
2024,P11,NA,NA,13725670.68,NA,NA,1296114.81,NA,10269117.22
2024,P12,NA,NA,14591741.98,NA,NA,1917614.67,NA,3957798.60
