C601,C602,R010-0801,R010-0802,R010-0803,R010-0804,R010-0805
2021,P04,Level 3 Mexico Landing S. De R.L.,No,No,No,Si
2021,P04,TATA Communications (America) Inc.,No,No,No,Si
2021,P04,IP Matrix S.A. De C.V.,No,No,No,Si
2021,P04,Zayo Group LLC,No,No,No,Si
2021,P04,OPERBES,No,No,No,Si
2021,P04,Grupo de Telecomunicaciones Mexicanas S.A. De C.V.,No,No,No,Si
2021,P04,Telia Carrier U.S. Inc,No,No,No,Si
2021,P04,"Pegaso PCS, S.A. de C.V.",No,No,No,Si
2021,P04,Telecom Italia Sparkle SPA,No,No,No,Si
2021,P05,Level 3 Mexico Landing S. De R.L.,No,No,No,Si
2021,P05,TATA Communications (America) Inc.,No,No,No,Si
2021,P05,IP Matrix S.A. De C.V.,No,No,No,Si
2021,P05,Zayo Group LLC,No,No,No,Si
2021,P05,OPERBES,No,No,No,Si
2021,P05,Grupo de Telecomunicaciones Mexicanas S.A. De C.V.,No,No,No,Si
2021,P05,Telia Carrier U.S. Inc,No,No,No,Si
2021,P05,"Pegaso PCS, S.A. de C.V.",No,No,No,Si
2021,P05,Telecom Italia Sparkle SPA,No,No,No,Si
2021,P06,Level 3 Mexico Landing S. De R.L.,No,No,No,Si
2021,P06,TATA Communications (America) Inc.,No,No,No,Si
2021,P06,IP Matrix S.A. De C.V.,No,No,No,Si
2021,P06,Zayo Group LLC,No,No,No,Si
2021,P06,OPERBES,No,No,No,Si
2021,P06,Grupo de Telecomunicaciones Mexicanas S.A. De C.V.,No,No,No,Si
2021,P06,Telia Carrier U.S. Inc,No,No,No,Si
2021,P06,"Pegaso PCS, S.A. de C.V.",No,No,No,Si
2021,P06,Telecom Italia Sparkle SPA,No,No,No,Si
