C601,C602,R001-0701,R001-0702, R001-0703 ,R001-0704,R001-0705,R001-0706,R001-0707,R001-0708,R001-0709,R001-0710,R001-0711,R001-0712
2022,P10,NA,NA,951566.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,P11,NA,NA,940415.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,P12,NA,NA,957057.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
