C601,C602,R012-0701,R012-0702
2024,P01," 35,701 "," 35,701 "
2024,P02," 45,807 "," 45,807 "
2024,P03," 58,220 "," 58,220 "
2024,P04," 61,896 "," 61,896 "
2024,P05," 62,327 "," 62,327 "
2024,P06," 63,132 "," 63,132 "
2024,P07," 68,208 "," 68,208 "
2024,P08," 73,250 "," 73,250 "
2024,P09," 78,092 "," 78,092 "
2024,P10," 88,536 "," 88,536 "
2024,P11," 93,792 "," 93,792 "
2024,P12," 98,911 "," 98,911 "
