C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,0,0,9500,NA,0,10910.06,NA,16614.23
2024,P02,0,0,9500,NA,0,9459.53,NA,112538.20
2024,P03,0,0,9500,NA,0,21000.66,NA,2672.21
2024,P04,0,0,0,NA,0,15752.61,NA,32049.34
2024,P05,0,0,9500,NA,0,18829.4,NA,45.47
2024,P06,0,0,0,NA,0,11191.77,NA,13194.86
2024,P07,0,0,9500,NA,0,14422.17,NA,15621.19
2024,P08,0,0,15973.16,NA,0,13795.12,NA,70.00
2024,P09,0,0,9500,NA,0,16535.83,NA,0
2024,P10,0,0,9500,NA,0,12008.89,NA,30.00
2024,P11,0,0,9500,NA,0,17282.98,NA,48721.88
2024,P12,0,0,9500,NA,0,14357.08,NA,1293.10
