C601,C602,R002-0301,R002-0302
2024,P01,323483.00,65592.00
2024,P02,171069.00,-88974.00
2024,P03,-19112.00,-280089.00
2024,P04,195542.00,-66965.00
2024,P05,182076.00,-81445.00
2024,P06,17031.00,-246852.00
2024,P07,245954.00,-16951.00
2024,P08,252580.00,-10906.00
2024,P09,250224.00,-11008.00
2024,P10,102735.00,-156453.00
2024,P11,195374.00,-63761.00
2024,P12,823283.00,563143.00
