C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,38444.14,NA,748161.51,NA,NA,199408.4,NA,1239385.78
2024,P02,41680.69,NA,756316.88,NA,NA,198934.94,NA,1175515.48
2024,P03,41652.49,NA,762407.57,NA,NA,196444.67,NA,1011367.85
2024,P04,36548.85,NA,747244.21,NA,NA,184190.57,NA,931831.27
2024,P05,38531.61,NA,748064.59,NA,NA,195369.34,NA,959204.56
2024,P06,39270.51,NA,749342.03,NA,NA,175159.04,NA,918917.85
2024,P07,16032.45,NA,701483.62,NA,NA,178376.11,NA,870749.27
2024,P08,9574.41,NA,689588.69,NA,NA,176809.42,NA,863692.12
2024,P09,26369.98,NA,729866.58,NA,NA,175346.29,NA,794107.1
2024,P10,8533.47,NA,636552.69,NA,NA,164763.84,NA,878253.03
2024,P11,14379,NA,679746.49,NA,NA,166566.03,NA,824463.85
2024,P12,16483.58,NA,658951.25,NA,NA,249986.11,NA,738695.83
