C501,C502,C001,C101,C102,R001-0301
2025,P01,P06010,P165,P01,8
2025,P01,P07001,P165,P01,0
2025,P01,P07002,P112,P01,41
2025,P01,P07002,P165,P01,1
2025,P01,P07003,P165,P01,0
2025,P01,P07004,P165,P01,0
2025,P01,P07005,P165,P01,0
2025,P01,P07006,P165,P01,0
2025,P01,P07010,P165,P01,0
2025,P01,P07011,P165,P01,0
2025,P01,P07012,P112,P01,126
2025,P01,P07012,P165,P01,3
2025,P01,P07013,P165,P01,0
2025,P01,P07014,P165,P01,0
2025,P01,P07015,P112,P01,9
2025,P01,P07015,P165,P01,3
2025,P01,P07018,P165,P01,0
2025,P01,P07019,P165,P01,2
2025,P01,P07022,P165,P01,0
2025,P01,P07023,P112,P01,26
2025,P01,P07023,P165,P01,4
2025,P01,P07024,P165,P01,0
2025,P01,P07025,P165,P01,0
2025,P01,P07026,P165,P01,0
2025,P01,P07027,P112,P01,218
2025,P01,P07027,P165,P01,5
2025,P01,P07029,P112,P01,11
2025,P01,P07029,P165,P01,0
2025,P01,P07030,P165,P01,1
2025,P01,P07031,P165,P01,0
2025,P01,P07032,P165,P01,0
2025,P01,P07034,P165,P01,1
2025,P01,P07035,P112,P01,3
2025,P01,P07035,P165,P01,1
2025,P01,P07036,P165,P01,0
2025,P01,P07038,P112,P01,6
2025,P01,P07038,P165,P01,1
2025,P01,P07039,P165,P01,0
2025,P01,P07041,P165,P01,1
2025,P01,P07042,P165,P01,0
2025,P01,P07043,P165,P01,0
2025,P01,P07044,P112,P01,56
2025,P01,P07044,P165,P01,1
2025,P01,P07045,P165,P01,0
2025,P01,P07047,P165,P01,0
2025,P01,P07048,P165,P01,0
2025,P01,P07049,P112,P01,8
2025,P01,P07049,P165,P01,1
2025,P01,P07051,P165,P01,0
2025,P01,P07052,P165,P01,2
2025,P01,P07053,P112,P01,1
2025,P01,P07053,P165,P01,0
2025,P01,P07055,P112,P01,1
2025,P01,P07055,P165,P01,0
2025,P01,P07056,P112,P01,4
2025,P01,P07056,P165,P01,0
2025,P01,P07057,P112,P01,14
2025,P01,P07057,P165,P01,4
2025,P01,P07059,P165,P01,0
2025,P01,P07060,P165,P01,0
2025,P01,P07062,P165,P01,0
2025,P01,P07063,P112,P01,8
2025,P01,P07063,P165,P01,0
2025,P01,P07064,P165,P01,0
2025,P01,P07066,P165,P01,0
2025,P01,P07067,P165,P01,0
2025,P01,P07068,P165,P01,0
2025,P01,P07069,P165,P01,0
2025,P01,P07070,P112,P01,2
2025,P01,P07070,P165,P01,1
2025,P01,P07071,P165,P01,0
2025,P01,P07072,P165,P01,0
2025,P01,P07073,P165,P01,0
2025,P01,P07074,P112,P01,28
2025,P01,P07074,P165,P01,3
2025,P01,P07076,P165,P01,0
2025,P01,P07078,P112,P01,56
2025,P01,P07078,P165,P01,8
2025,P01,P07079,P112,P01,81
2025,P01,P07079,P165,P01,2
2025,P01,P07080,P165,P01,0
2025,P01,P07081,P165,P01,0
2025,P01,P07082,P165,P01,0
2025,P01,P07084,P165,P01,0
2025,P01,P07085,P112,P01,21
2025,P01,P07085,P165,P01,1
2025,P01,P07086,P112,P01,50
2025,P01,P07086,P165,P01,1
2025,P01,P07087,P112,P01,8
2025,P01,P07087,P165,P01,2
2025,P01,P07088,P165,P01,0
2025,P01,P07089,P112,P01,66
2025,P01,P07089,P165,P01,20
2025,P01,P07090,P165,P01,0
2025,P01,P07091,P165,P01,0
2025,P01,P07093,P112,P01,12
2025,P01,P07093,P165,P01,2
2025,P01,P07096,P165,P01,0
2025,P01,P07099,P165,P01,1
2025,P01,P07100,P165,P01,0
2025,P01,P07101,P112,P01,1174
2025,P01,P07101,P165,P01,29
2025,P01,P07102,P112,P01,8
2025,P01,P07102,P165,P01,2
2025,P01,P07104,P165,P01,0
2025,P01,P07105,P112,P01,3
2025,P01,P07105,P165,P01,1
2025,P01,P07109,P165,P01,0
2025,P01,P07110,P112,P01,2
2025,P01,P07110,P165,P01,0
2025,P01,P07111,P112,P01,88
2025,P01,P07111,P165,P01,2
2025,P01,P07112,P165,P01,0
2025,P01,P07113,P165,P01,0
2025,P01,P07114,P165,P01,0
2025,P01,P07115,P165,P01,0
2025,P01,P07116,P165,P01,0
2025,P01,P07118,P165,P01,0
2025,P01,P07119,P112,P01,1
2025,P01,P07119,P165,P01,0
2025,P01,P07120,P112,P01,1
2025,P01,P07120,P165,P01,0
2025,P01,P07121,P112,P01,2
2025,P01,P07121,P165,P01,0
2025,P01,P07122,P112,P01,30
2025,P01,P07122,P165,P01,1
2025,P01,P07123,P112,P01,21
2025,P01,P07123,P165,P01,1
2025,P01,P07125,P112,P01,2
2025,P01,P07125,P165,P01,1
2025,P01,P08001,P112,P01,18
2025,P01,P08001,P165,P01,1
2025,P01,P08002,P112,P01,99
2025,P01,P08002,P165,P01,2
2025,P01,P08004,P112,P01,92
2025,P01,P08004,P165,P01,2
2025,P01,P08005,P112,P01,32
2025,P01,P08005,P165,P01,1
2025,P01,P08007,P165,P01,0
2025,P01,P08008,P165,P01,0
2025,P01,P08015,P112,P01,10
2025,P01,P08015,P165,P01,0
2025,P01,P08017,P165,P01,2
2025,P01,P08018,P165,P01,0
2025,P01,P08019,P112,P01,3557
2025,P01,P08019,P165,P01,71
2025,P01,P08021,P165,P01,6
2025,P01,P08022,P165,P01,0
2025,P01,P08024,P112,P01,14
2025,P01,P08024,P165,P01,0
2025,P01,P08026,P165,P01,0
2025,P01,P08027,P165,P01,0
2025,P01,P08028,P112,P01,5
2025,P01,P08028,P165,P01,0
2025,P01,P08029,P165,P01,0
2025,P01,P08033,P165,P01,0
2025,P01,P08037,P112,P01,1876
2025,P01,P08037,P165,P01,63
2025,P01,P08042,P112,P01,9
2025,P01,P08042,P165,P01,0
2025,P01,P08045,P165,P01,2
2025,P01,P08046,P165,P01,0
2025,P01,P08052,P112,P01,198
2025,P01,P08052,P165,P01,9
2025,P01,P08053,P112,P01,6
2025,P01,P08053,P165,P01,0
2025,P01,P08054,P112,P01,29
2025,P01,P08054,P165,P01,1
2025,P01,P08055,P165,P01,1
2025,P01,P08056,P165,P01,0
2025,P01,P08061,P112,P01,13
2025,P01,P08061,P165,P01,0
2025,P01,P08062,P165,P01,1
2025,P01,P08064,P165,P01,0
2025,P01,P08067,P165,P01,0
2025,P01,P09002,P112,P01,754
2025,P01,P09002,P165,P01,187
2025,P01,P09003,P112,P01,1070
2025,P01,P09003,P165,P01,265
2025,P01,P09004,P112,P01,379
2025,P01,P09004,P165,P01,94
2025,P01,P09005,P112,P01,2046
2025,P01,P09005,P165,P01,507
2025,P01,P09006,P112,P01,705
2025,P01,P09006,P165,P01,175
2025,P01,P09007,P112,P01,3197
2025,P01,P09007,P165,P01,792
2025,P01,P09008,P112,P01,432
2025,P01,P09008,P165,P01,107
2025,P01,P09009,P112,P01,267
2025,P01,P09009,P165,P01,66
2025,P01,P09010,P112,P01,1323
2025,P01,P09010,P165,P01,328
2025,P01,P09011,P112,P01,684
2025,P01,P09011,P165,P01,170
2025,P01,P09012,P112,P01,1221
2025,P01,P09012,P165,P01,303
2025,P01,P09013,P112,P01,772
2025,P01,P09013,P165,P01,191
2025,P01,P09014,P112,P01,758
2025,P01,P09014,P165,P01,188
2025,P01,P09015,P112,P01,951
2025,P01,P09015,P165,P01,236
2025,P01,P09016,P112,P01,723
2025,P01,P09016,P165,P01,179
2025,P01,P09017,P112,P01,772
2025,P01,P09017,P165,P01,191
2025,P01,P10004,P112,P01,28
2025,P01,P10004,P165,P01,4
2025,P01,P10005,P112,P01,1776
2025,P01,P10005,P165,P01,55
2025,P01,P10007,P112,P01,976
2025,P01,P10007,P165,P01,71
2025,P01,P10008,P112,P01,30
2025,P01,P10008,P165,P01,4
2025,P01,P10011,P165,P01,0
2025,P01,P10012,P112,P01,428
2025,P01,P10012,P165,P01,31
2025,P01,P10013,P112,P01,33
2025,P01,P10013,P165,P01,3
2025,P01,P10017,P165,P01,0
2025,P01,P10018,P165,P01,0
2025,P01,P10020,P112,P01,10
2025,P01,P10020,P165,P01,1
2025,P01,P10021,P112,P01,9
2025,P01,P10021,P165,P01,1
2025,P01,P10025,P165,P01,0
2025,P01,P10036,P112,P01,26
2025,P01,P10036,P165,P01,2
2025,P01,P11002,P112,P01,323
2025,P01,P11002,P165,P01,18
2025,P01,P11003,P112,P01,349
2025,P01,P11003,P165,P01,11
2025,P01,P11004,P112,P01,111
2025,P01,P11004,P165,P01,3
2025,P01,P11005,P112,P01,2093
2025,P01,P11005,P165,P01,323
2025,P01,P11007,P112,P01,157
2025,P01,P11007,P165,P01,59
2025,P01,P11009,P165,P01,2
2025,P01,P11011,P112,P01,119
2025,P01,P11011,P165,P01,6
2025,P01,P11013,P112,P01,35
2025,P01,P11013,P165,P01,2
2025,P01,P11014,P112,P01,255
2025,P01,P11014,P165,P01,10
2025,P01,P11015,P112,P01,144
2025,P01,P11015,P165,P01,21
2025,P01,P11017,P112,P01,145
2025,P01,P11017,P165,P01,45
2025,P01,P11018,P112,P01,47
2025,P01,P11018,P165,P01,3
2025,P01,P11019,P112,P01,15
2025,P01,P11019,P165,P01,6
2025,P01,P11020,P112,P01,388
2025,P01,P11020,P165,P01,130
2025,P01,P11021,P112,P01,32
2025,P01,P11021,P165,P01,3
2025,P01,P11022,P112,P01,50
2025,P01,P11022,P165,P01,2
2025,P01,P11023,P112,P01,185
2025,P01,P11023,P165,P01,23
2025,P01,P11025,P112,P01,98
2025,P01,P11025,P165,P01,6
2025,P01,P11027,P112,P01,237
2025,P01,P11027,P165,P01,56
2025,P01,P11028,P112,P01,174
2025,P01,P11028,P165,P01,9
2025,P01,P11029,P112,P01,64
2025,P01,P11029,P165,P01,2
2025,P01,P11030,P112,P01,229
2025,P01,P11030,P165,P01,11
2025,P01,P11031,P112,P01,154
2025,P01,P11031,P165,P01,10
2025,P01,P11032,P112,P01,114
2025,P01,P11032,P165,P01,5
2025,P01,P11033,P112,P01,342
2025,P01,P11033,P165,P01,36
2025,P01,P11034,P112,P01,7
2025,P01,P11034,P165,P01,0
2025,P01,P11035,P165,P01,3
2025,P01,P11036,P112,P01,12
2025,P01,P11036,P165,P01,1
2025,P01,P11037,P112,P01,266
2025,P01,P11037,P165,P01,43
2025,P01,P11039,P112,P01,66
2025,P01,P11039,P165,P01,3
2025,P01,P11040,P112,P01,26
2025,P01,P11040,P165,P01,1
2025,P01,P11041,P112,P01,42
2025,P01,P11041,P165,P01,4
2025,P01,P11042,P112,P01,37
2025,P01,P11042,P165,P01,11
2025,P01,P11043,P112,P01,27
2025,P01,P11043,P165,P01,1
2025,P01,P11044,P112,P01,80
2025,P01,P11044,P165,P01,4
2025,P01,P11045,P112,P01,14
2025,P01,P11045,P165,P01,1
2025,P01,P11046,P112,P01,175
2025,P01,P11046,P165,P01,12
2025,P01,P12001,P165,P01,41
2025,P01,P12004,P165,P01,1
2025,P01,P12005,P165,P01,0
2025,P01,P12009,P165,P01,0
2025,P01,P12012,P165,P01,0
2025,P01,P12013,P165,P01,0
2025,P01,P12016,P165,P01,0
2025,P01,P12018,P165,P01,0
2025,P01,P12020,P165,P01,1
2025,P01,P12021,P165,P01,4
2025,P01,P12022,P165,P01,0
2025,P01,P12023,P165,P01,1
2025,P01,P12024,P165,P01,0
2025,P01,P12025,P165,P01,0
2025,P01,P12029,P112,P01,116
2025,P01,P12029,P165,P01,40
2025,P01,P12030,P165,P01,0
2025,P01,P12033,P165,P01,0
2025,P01,P12035,P165,P01,5
2025,P01,P12036,P165,P01,0
2025,P01,P12038,P165,P01,3
2025,P01,P12039,P165,P01,0
2025,P01,P12040,P112,P01,11
2025,P01,P12040,P165,P01,4
2025,P01,P12041,P165,P01,1
2025,P01,P12043,P165,P01,0
2025,P01,P12046,P165,P01,2
2025,P01,P12050,P165,P01,0
2025,P01,P12052,P165,P01,1
2025,P01,P12053,P165,P01,0
2025,P01,P12055,P165,P01,6
2025,P01,P12056,P165,P01,0
2025,P01,P12059,P165,P01,1
2025,P01,P12062,P165,P01,1
2025,P01,P12063,P165,P01,0
2025,P01,P12065,P165,P01,0
2025,P01,P12066,P165,P01,2
2025,P01,P12068,P112,P01,10
2025,P01,P12068,P165,P01,3
2025,P01,P12069,P165,P01,0
2025,P01,P12070,P165,P01,0
2025,P01,P12071,P165,P01,1
2025,P01,P12072,P165,P01,0
2025,P01,P12073,P165,P01,0
2025,P01,P12075,P112,P01,22
2025,P01,P12075,P165,P01,13
2025,P01,P12077,P165,P01,0
2025,P01,P12078,P165,P01,1
2025,P01,P12080,P165,P01,0
2025,P01,P12081,P165,P01,0
2025,P01,P12082,P165,P01,1
2025,P01,P12083,P112,P01,5
2025,P01,P12083,P165,P01,2
2025,P01,P12084,P165,P01,0
2025,P01,P12085,P165,P01,0
2025,P01,P13001,P112,P01,205
2025,P01,P13001,P165,P01,2
2025,P01,P13002,P165,P01,0
2025,P01,P13003,P165,P01,4
2025,P01,P13007,P165,P01,0
2025,P01,P13008,P165,P01,0
2025,P01,P13009,P165,P01,1
2025,P01,P13011,P112,P01,1
2025,P01,P13011,P165,P01,2
2025,P01,P13016,P112,P01,556
2025,P01,P13016,P165,P01,4
2025,P01,P13018,P112,P01,211
2025,P01,P13018,P165,P01,2
2025,P01,P13021,P165,P01,0
2025,P01,P13022,P112,P01,14
2025,P01,P13022,P165,P01,3
2025,P01,P13024,P112,P01,15
2025,P01,P13024,P165,P01,3
2025,P01,P13028,P112,P01,6
2025,P01,P13028,P165,P01,12
2025,P01,P13032,P112,P01,1
2025,P01,P13032,P165,P01,1
2025,P01,P13038,P112,P01,7
2025,P01,P13038,P165,P01,2
2025,P01,P13039,P112,P01,12
2025,P01,P13039,P165,P01,3
2025,P01,P13045,P112,P01,8
2025,P01,P13045,P165,P01,2
2025,P01,P13046,P165,P01,1
2025,P01,P13048,P112,P01,261
2025,P01,P13048,P165,P01,55
2025,P01,P13049,P165,P01,0
2025,P01,P13051,P112,P01,168
2025,P01,P13051,P165,P01,36
2025,P01,P13052,P112,P01,32
2025,P01,P13052,P165,P01,7
2025,P01,P13055,P165,P01,1
2025,P01,P13056,P112,P01,364
2025,P01,P13056,P165,P01,3
2025,P01,P13057,P112,P01,139
2025,P01,P13057,P165,P01,1
2025,P01,P13060,P165,P01,0
2025,P01,P13063,P112,P01,127
2025,P01,P13063,P165,P01,16
2025,P01,P13064,P112,P01,15
2025,P01,P13064,P165,P01,2
2025,P01,P13069,P112,P01,154
2025,P01,P13069,P165,P01,38
2025,P01,P13076,P112,P01,161
2025,P01,P13076,P165,P01,21
2025,P01,P13077,P112,P01,1549
2025,P01,P13077,P165,P01,12
2025,P01,P14001,P112,P01,40
2025,P01,P14001,P165,P01,2
2025,P01,P14008,P165,P01,2
2025,P01,P14018,P112,P01,245
2025,P01,P14018,P165,P01,12
2025,P01,P14020,P112,P01,15
2025,P01,P14020,P165,P01,1
2025,P01,P14023,P112,P01,45
2025,P01,P14023,P165,P01,18
2025,P01,P14030,P112,P01,68
2025,P01,P14030,P165,P01,4
2025,P01,P14039,P112,P01,2949
2025,P01,P14039,P165,P01,426
2025,P01,P14044,P112,P01,83
2025,P01,P14044,P165,P01,5
2025,P01,P14047,P112,P01,37
2025,P01,P14047,P165,P01,3
2025,P01,P14048,P112,P01,28
2025,P01,P14048,P165,P01,2
2025,P01,P14051,P112,P01,65
2025,P01,P14051,P165,P01,9
2025,P01,P14053,P112,P01,167
2025,P01,P14053,P165,P01,14
2025,P01,P14060,P165,P01,0
2025,P01,P14063,P112,P01,158
2025,P01,P14063,P165,P01,11
2025,P01,P14064,P112,P01,33
2025,P01,P14064,P165,P01,3
2025,P01,P14065,P112,P01,15
2025,P01,P14065,P165,P01,1
2025,P01,P14066,P112,P01,66
2025,P01,P14066,P165,P01,4
2025,P01,P14067,P112,P01,391
2025,P01,P14067,P165,P01,25
2025,P01,P14070,P112,P01,495
2025,P01,P14070,P165,P01,72
2025,P01,P14072,P165,P01,0
2025,P01,P14073,P165,P01,1
2025,P01,P14078,P112,P01,31
2025,P01,P14078,P165,P01,3
2025,P01,P14079,P112,P01,6
2025,P01,P14079,P165,P01,3
2025,P01,P14080,P112,P01,7
2025,P01,P14080,P165,P01,0
2025,P01,P14082,P165,P01,1
2025,P01,P14083,P112,P01,187
2025,P01,P14083,P165,P01,27
2025,P01,P14087,P112,P01,300
2025,P01,P14087,P165,P01,11
2025,P01,P14091,P165,P01,1
2025,P01,P14093,P112,P01,257
2025,P01,P14093,P165,P01,13
2025,P01,P14096,P112,P01,28
2025,P01,P14096,P165,P01,2
2025,P01,P14097,P112,P01,1548
2025,P01,P14097,P165,P01,224
2025,P01,P14098,P112,P01,1462
2025,P01,P14098,P165,P01,211
2025,P01,P14100,P112,P01,49
2025,P01,P14100,P165,P01,3
2025,P01,P14101,P112,P01,1212
2025,P01,P14101,P165,P01,175
2025,P01,P14103,P112,P01,10
2025,P01,P14103,P165,P01,0
2025,P01,P14107,P112,P01,8
2025,P01,P14107,P165,P01,0
2025,P01,P14108,P112,P01,133
2025,P01,P14108,P165,P01,5
2025,P01,P14109,P165,P01,0
2025,P01,P14118,P165,P01,2
2025,P01,P14120,P112,P01,3141
2025,P01,P14120,P165,P01,454
2025,P01,P14121,P112,P01,13
2025,P01,P14121,P165,P01,5
2025,P01,P14125,P112,P01,31
2025,P01,P14125,P165,P01,2
2025,P01,P15002,P112,P01,61
2025,P01,P15002,P165,P01,32
2025,P01,P15003,P165,P01,0
2025,P01,P15005,P165,P01,15
2025,P01,P15006,P112,P01,12
2025,P01,P15006,P165,P01,1
2025,P01,P15007,P112,P01,11
2025,P01,P15007,P165,P01,1
2025,P01,P15011,P112,P01,102
2025,P01,P15011,P165,P01,35
2025,P01,P15012,P112,P01,12
2025,P01,P15012,P165,P01,1
2025,P01,P15013,P112,P01,912
2025,P01,P15013,P165,P01,226
2025,P01,P15014,P165,P01,1
2025,P01,P15018,P112,P01,20
2025,P01,P15018,P165,P01,26
2025,P01,P15019,P112,P01,35
2025,P01,P15019,P165,P01,3
2025,P01,P15020,P112,P01,512
2025,P01,P15020,P165,P01,127
2025,P01,P15021,P112,P01,4505
2025,P01,P15021,P165,P01,2
2025,P01,P15022,P112,P01,6
2025,P01,P15022,P165,P01,3
2025,P01,P15023,P112,P01,6
2025,P01,P15023,P165,P01,31
2025,P01,P15024,P112,P01,312
2025,P01,P15024,P165,P01,77
2025,P01,P15025,P112,P01,698
2025,P01,P15025,P165,P01,173
2025,P01,P15027,P165,P01,1
2025,P01,P15028,P112,P01,40
2025,P01,P15028,P165,P01,14
2025,P01,P15029,P112,P01,351
2025,P01,P15029,P165,P01,87
2025,P01,P15030,P112,P01,37
2025,P01,P15030,P165,P01,13
2025,P01,P15031,P112,P01,1228
2025,P01,P15031,P165,P01,304
2025,P01,P15032,P112,P01,18
2025,P01,P15032,P165,P01,1
2025,P01,P15033,P112,P01,2867
2025,P01,P15033,P165,P01,711
2025,P01,P15035,P112,P01,24
2025,P01,P15035,P165,P01,125
2025,P01,P15037,P112,P01,495
2025,P01,P15037,P165,P01,123
2025,P01,P15038,P112,P01,4
2025,P01,P15038,P165,P01,2
2025,P01,P15039,P112,P01,944
2025,P01,P15039,P165,P01,234
2025,P01,P15041,P112,P01,3
2025,P01,P15041,P165,P01,0
2025,P01,P15042,P165,P01,1
2025,P01,P15043,P112,P01,29
2025,P01,P15043,P165,P01,3
2025,P01,P15044,P112,P01,10
2025,P01,P15044,P165,P01,5
2025,P01,P15046,P112,P01,7
2025,P01,P15046,P165,P01,4
2025,P01,P15047,P165,P01,1
2025,P01,P15048,P165,P01,1
2025,P01,P15051,P112,P01,80
2025,P01,P15051,P165,P01,32
2025,P01,P15053,P112,P01,105
2025,P01,P15053,P165,P01,26
2025,P01,P15054,P112,P01,436
2025,P01,P15054,P165,P01,95
2025,P01,P15055,P112,P01,4
2025,P01,P15055,P165,P01,5
2025,P01,P15056,P165,P01,0
2025,P01,P15057,P112,P01,1453
2025,P01,P15057,P165,P01,360
2025,P01,P15058,P112,P01,1877
2025,P01,P15058,P165,P01,465
2025,P01,P15059,P112,P01,98
2025,P01,P15059,P165,P01,24
2025,P01,P15060,P112,P01,751
2025,P01,P15060,P165,P01,186
2025,P01,P15062,P112,P01,270
2025,P01,P15062,P165,P01,3
2025,P01,P15066,P112,P01,2
2025,P01,P15066,P165,P01,0
2025,P01,P15069,P112,P01,7
2025,P01,P15069,P165,P01,2
2025,P01,P15070,P112,P01,109
2025,P01,P15070,P165,P01,56
2025,P01,P15071,P112,P01,9
2025,P01,P15071,P165,P01,2
2025,P01,P15074,P165,P01,1
2025,P01,P15076,P112,P01,364
2025,P01,P15076,P165,P01,4
2025,P01,P15078,P112,P01,5
2025,P01,P15078,P165,P01,0
2025,P01,P15081,P112,P01,954
2025,P01,P15081,P165,P01,237
2025,P01,P15083,P112,P01,5
2025,P01,P15083,P165,P01,3
2025,P01,P15091,P112,P01,10
2025,P01,P15091,P165,P01,50
2025,P01,P15093,P112,P01,44
2025,P01,P15093,P165,P01,15
2025,P01,P15095,P112,P01,179
2025,P01,P15095,P165,P01,44
2025,P01,P15098,P112,P01,5
2025,P01,P15098,P165,P01,0
2025,P01,P15099,P112,P01,373
2025,P01,P15099,P165,P01,128
2025,P01,P15101,P112,P01,79
2025,P01,P15101,P165,P01,7
2025,P01,P15102,P165,P01,0
2025,P01,P15104,P112,P01,1172
2025,P01,P15104,P165,P01,291
2025,P01,P15105,P165,P01,0
2025,P01,P15106,P112,P01,260
2025,P01,P15106,P165,P01,345
2025,P01,P15108,P112,P01,274
2025,P01,P15108,P165,P01,68
2025,P01,P15109,P112,P01,898
2025,P01,P15109,P165,P01,223
2025,P01,P15110,P112,P01,29
2025,P01,P15110,P165,P01,2
2025,P01,P15111,P112,P01,25
2025,P01,P15111,P165,P01,2
2025,P01,P15114,P112,P01,51
2025,P01,P15114,P165,P01,4
2025,P01,P15116,P112,P01,2
2025,P01,P15116,P165,P01,0
2025,P01,P15118,P112,P01,58
2025,P01,P15118,P165,P01,77
2025,P01,P15121,P112,P01,968
2025,P01,P15121,P165,P01,240
2025,P01,P15122,P112,P01,684
2025,P01,P15122,P165,P01,170
2025,P01,P15124,P165,P01,1
2025,P01,P15125,P112,P01,25
2025,P01,P15125,P165,P01,6
2025,P01,P16001,P112,P01,19
2025,P01,P16001,P165,P01,1
2025,P01,P16007,P165,P01,0
2025,P01,P16008,P165,P01,0
2025,P01,P16010,P112,P01,8
2025,P01,P16010,P165,P01,1
2025,P01,P16011,P112,P01,42
2025,P01,P16011,P165,P01,2
2025,P01,P16014,P165,P01,0
2025,P01,P16017,P112,P01,19
2025,P01,P16017,P165,P01,3
2025,P01,P16027,P112,P01,3
2025,P01,P16027,P165,P01,0
2025,P01,P16028,P112,P01,6
2025,P01,P16028,P165,P01,1
2025,P01,P16032,P112,P01,26
2025,P01,P16032,P165,P01,1
2025,P01,P16034,P165,P01,5
2025,P01,P16038,P112,P01,236
2025,P01,P16038,P165,P01,8
2025,P01,P16039,P112,P01,15
2025,P01,P16039,P165,P01,1
2025,P01,P16041,P165,P01,1
2025,P01,P16043,P112,P01,80
2025,P01,P16043,P165,P01,3
2025,P01,P16045,P112,P01,37
2025,P01,P16045,P165,P01,1
2025,P01,P16046,P165,P01,1
2025,P01,P16048,P112,P01,9
2025,P01,P16048,P165,P01,0
2025,P01,P16050,P112,P01,49
2025,P01,P16050,P165,P01,9
2025,P01,P16052,P112,P01,74
2025,P01,P16052,P165,P01,14
2025,P01,P16053,P112,P01,468
2025,P01,P16053,P165,P01,84
2025,P01,P16058,P112,P01,10
2025,P01,P16058,P165,P01,1
2025,P01,P16062,P112,P01,22
2025,P01,P16062,P165,P01,1
2025,P01,P16066,P112,P01,163
2025,P01,P16066,P165,P01,8
2025,P01,P16069,P112,P01,127
2025,P01,P16069,P165,P01,16
