C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,0,NA,78168,NA,0,17848,NA,43448
2024,P02,0,NA,78793,NA,0,21493,NA,101249
2024,P03,0,NA,78584,NA,0,17426,NA,38251
2024,P04,0,NA,80169,NA,0,21327,NA,88980
2024,P05,0,NA,80663,NA,0,19738,NA,35222
2024,P06,0,NA,76303,NA,0,21588,NA,82002
2024,P07,0,NA,80947,NA,0,26137,NA,35836
2024,P08,0,NA,103955,NA,0,32205,NA,72974
2024,P09,0,NA,81998,NA,0,26017,NA,31872
2024,P10,0,NA,83050,NA,0,32107,NA,91338
2024,P11,0,NA,43292,NA,0,26017,NA,43280
2024,P12,0,NA,18961,NA,0,41453,NA,81819
