C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,"635,715",NA,NA,NA,NA,"2,469,387","1,558,390","102,340"
2024,P02,"628,147",NA,NA,NA,NA,"2,439,990","1,539,838","101,122"
2024,P03,"647,067",NA,NA,NA,NA,"2,513,483","1,586,219","104,168"
2024,P04,"658,419",NA,NA,NA,NA,"2,557,579","1,614,047","105,995"
2024,P05,"643,283",NA,NA,NA,NA,"2,498,784","1,576,943","103,559"
2024,P06,"658,419",NA,NA,NA,NA,"2,557,579","1,614,047","105,995"
2024,P07,"645,554",NA,NA,NA,NA,"2,507,604","1,582,508","103,924"
2024,P08,"650,851",NA,NA,NA,NA,"2,528,182","1,595,495","104,777"
2024,P09,"628,147",NA,NA,NA,NA,"2,439,990","1,539,838","101,122"
2024,P10,"575,928",NA,NA,NA,NA,"2,237,147","1,411,827","92,716"
2024,P11,"605,443",NA,NA,NA,NA,"2,351,797","1,484,181","97,467"
2024,P12,"591,064",NA,NA,NA,NA,"2,295,942","1,448,932","95,152"
