C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,"4,844,656",NA,NA,NA,NA,NA,NA,NA,20
2024,P02,"4,786,981",NA,NA,NA,NA,NA,NA,NA,20
2024,P03,"4,931,167",NA,NA,NA,NA,NA,NA,NA,21
2024,P04,"5,017,679",NA,NA,NA,NA,NA,NA,NA,21
2024,P05,"4,902,330",NA,NA,NA,NA,NA,NA,NA,21
2024,P06,"5,017,679",NA,NA,NA,NA,NA,NA,NA,21
2024,P07,"4,919,632",NA,NA,NA,NA,NA,NA,NA,21
2024,P08,"4,960,005",NA,NA,NA,NA,NA,NA,NA,21
2024,P09,"4,786,981",NA,NA,NA,NA,NA,NA,NA,20
2024,P10,"4,389,027",NA,NA,NA,NA,NA,NA,NA,19
2024,P11,"4,613,958",NA,NA,NA,NA,NA,NA,NA,20
2024,P12,"4,504,376",NA,NA,NA,NA,NA,NA,NA,19
