Estacion,Concesion,Concesionario,UtilidadBruta,TotalIngresosNetos,IngresosPublicidadBruto
XHQE-FM¦SUC. FRANCISCO MILLAN RAMOS¦OOOOO¦OOOOO,,,"$1,838,833.14","$193,638.00","$193,638.00"
