C601,C602,R002-0301,R002-0302
2024,P01,250960.92,154326.91
2024,P02,56380.84,-40433.03
2024,P03,37075.1,-59163.17
2024,P04,189537.27,95452.83
2024,P05,146610.4,50037.63
2024,P06,-116775.09,-213024.34
2024,P07,319637.02,225598.18
2024,P08,234459.34,138784.84
2024,P09,177113.91,87529.03
2024,P10,97722.58,742.15
2024,P11,51980.24,-40170.19
2024,P12,146061.41,55157.18
