C601,C003,R027-0301,R027-0302,R027-0303,R027-0304,R027-0305,R027-0306
2024,P150130107,NA,NA,NA,NA,NA,1502
2024,P220080001,NA,NA,NA,NA,NA,989
2024,P220170001,NA,NA,NA,NA,NA,946
2024,P220120001,NA,NA,NA,NA,NA,4762
2024,P220110333,NA,NA,NA,NA,NA,13576
2024,P220140001,NA,NA,NA,NA,NA,15252
2024,P220060189,NA,NA,NA,NA,NA,5135
2024,P220050001,NA,NA,NA,NA,NA,645
2024,P220160001,NA,NA,NA,NA,NA,2509
2024,P220010001,NA,NA,NA,NA,NA,85
2024,P230110001,NA,NA,NA,NA,NA,174
2024,P230080843,NA,NA,NA,NA,NA,5532
2024,P230090001,NA,NA,NA,NA,NA,556
2024,P310010001,NA,NA,NA,NA,NA,363
2024,P310020001,NA,NA,NA,NA,NA,1699
2024,P310030001,NA,NA,NA,NA,NA,196
2024,P310040001,NA,NA,NA,NA,NA,86
2024,P310050001,NA,NA,NA,NA,NA,31
2024,P310060001,NA,NA,NA,NA,NA,1341
2024,P310070001,NA,NA,NA,NA,NA,102
2024,P310080001,NA,NA,NA,NA,NA,57
2024,P310090001,NA,NA,NA,NA,NA,131
2024,P310100001,NA,NA,NA,NA,NA,111
2024,P310120001,NA,NA,NA,NA,NA,711
2024,P310130001,NA,NA,NA,NA,NA,1990
2024,P310140001,NA,NA,NA,NA,NA,110
2024,P310150001,NA,NA,NA,NA,NA,226
2024,P310160001,NA,NA,NA,NA,NA,14
2024,P310170001,NA,NA,NA,NA,NA,6
2024,P310180001,NA,NA,NA,NA,NA,288
2024,P310200001,NA,NA,NA,NA,NA,524
2024,P310210001,NA,NA,NA,NA,NA,507
2024,P310220001,NA,NA,NA,NA,NA,4
2024,P310230001,NA,NA,NA,NA,NA,217
2024,P310240001,NA,NA,NA,NA,NA,222
2024,P310250001,NA,NA,NA,NA,NA,14
2024,P310260001,NA,NA,NA,NA,NA,108
2024,P310270001,NA,NA,NA,NA,NA,747
2024,P310280001,NA,NA,NA,NA,NA,175
2024,P310290001,NA,NA,NA,NA,NA,576
2024,P310300001,NA,NA,NA,NA,NA,426
2024,P310310001,NA,NA,NA,NA,NA,79
2024,P310320001,NA,NA,NA,NA,NA,845
2024,P310330001,NA,NA,NA,NA,NA,2295
2024,P310340001,NA,NA,NA,NA,NA,674
2024,P310350001,NA,NA,NA,NA,NA,182
2024,P310360001,NA,NA,NA,NA,NA,222
2024,P310370001,NA,NA,NA,NA,NA,630
2024,P310380001,NA,NA,NA,NA,NA,892
2024,P310390001,NA,NA,NA,NA,NA,672
2024,P310400001,NA,NA,NA,NA,NA,3141
2024,P310410001,NA,NA,NA,NA,NA,3199
2024,P310420001,NA,NA,NA,NA,NA,624
2024,P310430001,NA,NA,NA,NA,NA,8
2024,P310440001,NA,NA,NA,NA,NA,802
2024,P310450001,NA,NA,NA,NA,NA,234
2024,P310460001,NA,NA,NA,NA,NA,216
2024,P310470001,NA,NA,NA,NA,NA,108
2024,P310480001,NA,NA,NA,NA,NA,1889
2024,P310490001,NA,NA,NA,NA,NA,330
2024,P310500001,NA,NA,NA,NA,NA,36423
2024,P310510001,NA,NA,NA,NA,NA,501
2024,P310520001,NA,NA,NA,NA,NA,3540
2024,P310530001,NA,NA,NA,NA,NA,681
2024,P310540001,NA,NA,NA,NA,NA,8
2024,P310550001,NA,NA,NA,NA,NA,764
2024,P310560001,NA,NA,NA,NA,NA,2562
2024,P310570001,NA,NA,NA,NA,NA,1107
2024,P310580001,NA,NA,NA,NA,NA,447
2024,P310590001,NA,NA,NA,NA,NA,3689
2024,P310600001,NA,NA,NA,NA,NA,152
2024,P310610001,NA,NA,NA,NA,NA,330
2024,P310620001,NA,NA,NA,NA,NA,273
2024,P310630001,NA,NA,NA,NA,NA,43
2024,P310640001,NA,NA,NA,NA,NA,193
2024,P310650001,NA,NA,NA,NA,NA,12
2024,P310660001,NA,NA,NA,NA,NA,112
2024,P310670001,NA,NA,NA,NA,NA,1078
2024,P310680001,NA,NA,NA,NA,NA,493
2024,P310690001,NA,NA,NA,NA,NA,359
2024,P310700001,NA,NA,NA,NA,NA,588
2024,P310710001,NA,NA,NA,NA,NA,346
2024,P310720001,NA,NA,NA,NA,NA,286
2024,P310730001,NA,NA,NA,NA,NA,12
2024,P310740001,NA,NA,NA,NA,NA,326
2024,P310750001,NA,NA,NA,NA,NA,916
2024,P310760001,NA,NA,NA,NA,NA,1980
2024,P310770001,NA,NA,NA,NA,NA,76
2024,P310780001,NA,NA,NA,NA,NA,540
2024,P310790001,NA,NA,NA,NA,NA,461
2024,P310800001,NA,NA,NA,NA,NA,976
2024,P310810001,NA,NA,NA,NA,NA,158
2024,P310820001,NA,NA,NA,NA,NA,458
2024,P310830001,NA,NA,NA,NA,NA,280
2024,P310840001,NA,NA,NA,NA,NA,863
2024,P310850001,NA,NA,NA,NA,NA,212
2024,P310860001,NA,NA,NA,NA,NA,341
2024,P310870001,NA,NA,NA,NA,NA,445
2024,P310880001,NA,NA,NA,NA,NA,285
2024,P310890001,NA,NA,NA,NA,NA,1001
2024,P310900001,NA,NA,NA,NA,NA,541
2024,P310910001,NA,NA,NA,NA,NA,1437
2024,P310920001,NA,NA,NA,NA,NA,290
2024,P310930001,NA,NA,NA,NA,NA,1283
2024,P310940001,NA,NA,NA,NA,NA,113
2024,P310950001,NA,NA,NA,NA,NA,46
2024,P310960001,NA,NA,NA,NA,NA,3181
2024,P310970001,NA,NA,NA,NA,NA,484
2024,P310980001,NA,NA,NA,NA,NA,199
2024,P310990001,NA,NA,NA,NA,NA,503
2024,P311000001,NA,NA,NA,NA,NA,281
2024,P311010001,NA,NA,NA,NA,NA,1547
2024,P311020001,NA,NA,NA,NA,NA,1100
2024,P311030001,NA,NA,NA,NA,NA,134
2024,P311040001,NA,NA,NA,NA,NA,418
2024,P311050001,NA,NA,NA,NA,NA,227
2024,P311060001,NA,NA,NA,NA,NA,408
