C601,C003,R027-0401,R027-0402,R027-0403,R027-0404
2024,P150130107,No,Si,No,Si
2024,P220080001,Si,Si,Si,Si
2024,P220170001,Si,Si,Si,Si
2024,P220120001,Si,Si,Si,Si
2024,P220110333,Si,Si,Si,Si
2024,P220140001,Si,Si,Si,Si
2024,P220060189,Si,Si,Si,Si
2024,P220050001,Si,Si,Si,Si
2024,P220160001,Si,Si,Si,Si
2024,P220010001,Si,Si,Si,Si
2024,P230110001,No,Si,No,Si
2024,P230080843,No,Si,No,Si
2024,P230090001,No,Si,No,Si
2024,P310010001,No,Si,No,Si
2024,P310020001,No,Si,No,Si
2024,P310030001,No,Si,No,Si
2024,P310040001,No,Si,No,Si
2024,P310050001,No,Si,No,Si
2024,P310060001,No,Si,No,Si
2024,P310070001,No,Si,No,Si
2024,P310080001,No,Si,No,Si
2024,P310090001,No,Si,No,Si
2024,P310100001,No,Si,No,Si
2024,P310120001,No,Si,No,Si
2024,P310130001,No,Si,No,Si
2024,P310140001,No,Si,No,Si
2024,P310150001,No,Si,No,Si
2024,P310160001,No,Si,No,Si
2024,P310170001,No,Si,No,Si
2024,P310180001,No,Si,No,Si
2024,P310200001,No,Si,No,Si
2024,P310210001,No,Si,No,Si
2024,P310220001,No,Si,No,Si
2024,P310230001,No,Si,No,Si
2024,P310240001,No,Si,No,Si
2024,P310250001,No,Si,No,Si
2024,P310260001,No,Si,No,Si
2024,P310270001,No,Si,No,Si
2024,P310280001,No,Si,No,Si
2024,P310290001,No,Si,No,Si
2024,P310300001,No,Si,No,Si
2024,P310310001,No,Si,No,Si
2024,P310320001,No,Si,No,Si
2024,P310330001,No,Si,No,Si
2024,P310340001,No,Si,No,Si
2024,P310350001,No,Si,No,Si
2024,P310360001,No,Si,No,Si
2024,P310370001,No,Si,No,Si
2024,P310380001,No,Si,No,Si
2024,P310390001,No,Si,No,Si
2024,P310400001,No,Si,No,Si
2024,P310410001,No,Si,No,Si
2024,P310420001,No,Si,No,Si
2024,P310430001,No,Si,No,Si
2024,P310440001,No,Si,No,Si
2024,P310450001,No,Si,No,Si
2024,P310460001,No,Si,No,Si
2024,P310470001,No,Si,No,Si
2024,P310480001,No,Si,No,Si
2024,P310490001,No,Si,No,Si
2024,P310500001,No,Si,No,Si
2024,P310510001,No,Si,No,Si
2024,P310520001,No,Si,No,Si
2024,P310530001,No,Si,No,Si
2024,P310540001,No,Si,No,Si
2024,P310550001,No,Si,No,Si
2024,P310560001,No,Si,No,Si
2024,P310570001,No,Si,No,Si
2024,P310580001,No,Si,No,Si
2024,P310590001,No,Si,No,Si
2024,P310600001,No,Si,No,Si
2024,P310610001,No,Si,No,Si
2024,P310620001,No,Si,No,Si
2024,P310630001,No,Si,No,Si
2024,P310640001,No,Si,No,Si
2024,P310650001,No,Si,No,Si
2024,P310660001,No,Si,No,Si
2024,P310670001,No,Si,No,Si
2024,P310680001,No,Si,No,Si
2024,P310690001,No,Si,No,Si
2024,P310700001,No,Si,No,Si
2024,P310710001,No,Si,No,Si
2024,P310720001,No,Si,No,Si
2024,P310730001,No,Si,No,Si
2024,P310740001,No,Si,No,Si
2024,P310750001,No,Si,No,Si
2024,P310760001,No,Si,No,Si
2024,P310770001,No,Si,No,Si
2024,P310780001,No,Si,No,Si
2024,P310790001,No,Si,No,Si
2024,P310800001,No,Si,No,Si
2024,P310810001,No,Si,No,Si
2024,P310820001,No,Si,No,Si
2024,P310830001,No,Si,No,Si
2024,P310840001,No,Si,No,Si
2024,P310850001,No,Si,No,Si
2024,P310860001,No,Si,No,Si
2024,P310870001,No,Si,No,Si
2024,P310880001,No,Si,No,Si
2024,P310890001,No,Si,No,Si
2024,P310900001,No,Si,No,Si
2024,P310910001,No,Si,No,Si
2024,P310920001,No,Si,No,Si
2024,P310930001,No,Si,No,Si
2024,P310940001,No,Si,No,Si
2024,P310950001,No,Si,No,Si
2024,P310960001,No,Si,No,Si
2024,P310970001,No,Si,No,Si
2024,P310980001,No,Si,No,Si
2024,P310990001,No,Si,No,Si
2024,P311000001,No,Si,No,Si
2024,P311010001,No,Si,No,Si
2024,P311020001,No,Si,No,Si
2024,P311030001,No,Si,No,Si
2024,P311040001,No,Si,No,Si
2024,P311050001,No,Si,No,Si
2024,P311060001,No,Si,No,Si
