Estacion,Concesion,Concesionario,UtilidadBruta,TotalIngresosNetos,IngresosPublicidadBruto
XHQE-FM¦SUC. FRANCISCO MILLAN RAMOS¦OOOOO¦OOOOO,,,"$1,625,525.25","$152,080.00","$152,080.00"
