C601,C602,R002-0601,R002-0602,R002-0603,R002-0604,R002-0605,R002-0606,R002-0607,R002-0608,R002-0609,R002-0610,R002-0611,R002-0612,R002-0613
2024,P01,0,0,0,0,0,220,0,0,0,0,0,0,0
2024,P02,0,0,0,0,0,222,0,0,0,0,0,0,0
2024,P03,0,0,0,0,0,236,0,0,0,0,0,0,0
2024,P04,0,0,0,0,0,244,0,0,0,0,0,0,0
2024,P05,0,0,0,0,0,247,0,0,0,0,0,0,0
2024,P06,0,0,0,0,0,261,0,0,0,0,0,0,0
2024,P07,0,0,0,0,0,285,0,0,0,0,0,0,0
2024,P08,0,0,0,0,0,289,0,0,0,0,0,0,0
2024,P09,0,0,0,0,0,292,0,0,0,0,0,0,0
2024,P10,0,0,0,0,0,299,0,0,0,0,0,0,0
2024,P11,0,0,0,0,0,225,0,0,0,0,0,0,0
2024,P12,0,0,0,0,0,337,0,0,0,0,0,0,0
