C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,0,0,"40,000",0,114649,0,0,0
2024,P02,0,0,"40,000",0,75814,0,0,0
2024,P03,0,0,"40,000",0,27346,0,0,0
2024,P04,0,0,"40,000",0,68022,0,0,0
2024,P05,0,0,"40,000",0,124896,0,0,0
2024,P06,0,0,"40,000",0,84891,0,0,0
2024,P07,0,0,"40,000",0,110676,0,0,0
2024,P08,0,0,"40,000",0,175032,0,0,0
2024,P09,0,0,"40,000",0,147025,0,0,0
2024,P10,0,0,"40,000",0,160875,0,0,0
2024,P11,0,0,"40,000",0,97489,0,0,0
2024,P12,0,0,"40,000",0,116977,0,0,0
