C501,C502,C102,C001,C201,C301,R008-0201
2025,P01,P02,P02001,P03,P24,1
2025,P01,P02,P03008,P03,P24,2
2025,P01,P02,P04003,P03,P24,1
2025,P01,P02,P07005,P03,P24,9
2025,P01,P02,P07089,P03,P24,5
2025,P01,P02,P08005,P03,P24,1
2025,P01,P02,P09005,P03,P24,1
2025,P01,P02,P09012,P03,P24,1
2025,P01,P02,P09014,P03,P24,6
2025,P01,P02,P09015,P03,P24,1
2025,P01,P02,P14097,P03,P24,1
2025,P01,P02,P15057,P03,P24,3
2025,P01,P02,P15104,P03,P24,1
2025,P01,P02,P19019,P03,P24,1
