C601,C003,R027-0401,R027-0402,R027-0403,R027-0404
2024,P020041997,SI,SI,NO,NO
2024,P020041998,SI,SI,NO,NO
2024,P020042000,SI,SI,NO,NO
2024,P020042006,SI,SI,NO,NO
2024,P020042008,SI,SI,NO,NO
2024,P020042010,SI,SI,NO,NO
2024,P020042012,SI,SI,NO,NO
2024,P020042021,SI,SI,NO,NO
2024,P030030001,SI,SI,NO,NO
2024,P030032143,SI,SI,NO,NO
2024,P040020001,SI,SI,NO,NO
2024,P040020077,SI,SI,NO,NO
2024,P040020087,SI,SI,NO,NO
2024,P040020101,SI,SI,NO,NO
2024,P040020200,SI,SI,NO,NO
2024,P040020245,SI,SI,NO,NO
2024,P040020255,SI,SI,NO,NO
2024,P040020334,SI,SI,NO,NO
2024,P040020338,SI,SI,NO,NO
2024,P040020448,SI,SI,NO,NO
2024,P040020584,SI,SI,NO,NO
2024,P040020697,SI,SI,NO,NO
2024,P040020801,SI,SI,NO,NO
2024,P040020882,SI,SI,NO,NO
2024,P040020884,SI,SI,NO,NO
2024,P040020902,SI,SI,NO,NO
2024,P040020970,SI,SI,NO,NO
2024,P040020971,SI,SI,NO,NO
2024,P040020972,SI,SI,NO,NO
2024,P040020973,SI,SI,NO,NO
2024,P040020977,SI,SI,NO,NO
2024,P040020979,SI,SI,NO,NO
2024,P040020984,SI,SI,NO,NO
2024,P040030001,SI,SI,NO,NO
2024,P040030007,SI,SI,NO,NO
2024,P040030055,SI,SI,NO,NO
2024,P040030273,SI,SI,NO,NO
2024,P040030277,SI,SI,NO,NO
2024,P040031404,SI,SI,NO,NO
2024,P040031830,SI,SI,NO,NO
2024,P040031843,SI,SI,NO,NO
2024,P040031847,SI,SI,NO,NO
2024,P040033029,SI,SI,NO,NO
2024,P040033771,SI,SI,NO,NO
2024,P040033884,SI,SI,NO,NO
2024,P040033890,SI,SI,NO,NO
2024,P040034185,SI,SI,NO,NO
2024,P040034186,SI,SI,NO,NO
2024,P040034201,SI,SI,NO,NO
2024,P040034204,SI,SI,NO,NO
2024,P040034233,SI,SI,NO,NO
2024,P040034433,SI,SI,NO,NO
2024,P040034499,SI,SI,NO,NO
2024,P040034519,SI,SI,NO,NO
2024,P040034567,SI,SI,NO,NO
2024,P040034580,SI,SI,NO,NO
2024,P040034581,SI,SI,NO,NO
2024,P050100001,SI,SI,NO,NO
2024,P050100055,SI,SI,NO,NO
2024,P050100144,SI,SI,NO,NO
2024,P050100239,SI,SI,NO,NO
2024,P050100269,SI,SI,NO,NO
2024,P050100278,SI,SI,NO,NO
2024,P050180001,SI,SI,NO,NO
2024,P050180059,SI,SI,NO,NO
2024,P050180499,SI,SI,NO,NO
2024,P050180522,SI,SI,NO,NO
2024,P050220051,SI,SI,NO,NO
2024,P050250001,SI,SI,NO,NO
2024,P050270001,SI,SI,NO,NO
2024,P050270125,SI,SI,NO,NO
2024,P050270144,SI,SI,NO,NO
2024,P050270239,SI,SI,NO,NO
2024,P050270263,SI,SI,NO,NO
2024,P050270414,SI,SI,NO,NO
2024,P050270632,SI,SI,NO,NO
2024,P050300001,SI,SI,NO,NO
2024,P050300490,SI,SI,NO,NO
2024,P050301010,SI,SI,NO,NO
2024,P050301011,SI,SI,NO,NO
2024,P050301069,SI,SI,NO,NO
2024,P050350001,SI,SI,NO,NO
2024,P060020001,SI,SI,NO,NO
2024,P071010001,SI,SI,NO,NO
2024,P080160021,SI,SI,NO,NO
2024,P080170001,SI,SI,NO,NO
2024,P080170030,SI,SI,NO,NO
2024,P080170035,SI,SI,NO,NO
2024,P080170106,SI,SI,NO,NO
2024,P080170156,SI,SI,NO,NO
2024,P080170158,SI,SI,NO,NO
2024,P080170159,SI,SI,NO,NO
2024,P080170160,SI,SI,NO,NO
2024,P080170269,SI,SI,NO,NO
2024,P080170270,SI,SI,NO,NO
2024,P080170337,SI,SI,NO,NO
2024,P080170451,SI,SI,NO,NO
2024,P080170469,SI,SI,NO,NO
2024,P080170476,SI,SI,NO,NO
2024,P080170477,SI,SI,NO,NO
2024,P080170478,SI,SI,NO,NO
2024,P080170526,SI,SI,NO,NO
2024,P080170536,SI,SI,NO,NO
2024,P080170559,SI,SI,NO,NO
2024,P080170560,SI,SI,NO,NO
2024,P080170567,SI,SI,NO,NO
2024,P080170623,SI,SI,NO,NO
2024,P080170640,SI,SI,NO,NO
2024,P080170641,SI,SI,NO,NO
2024,P080170642,SI,SI,NO,NO
2024,P080170643,SI,SI,NO,NO
2024,P080170666,SI,SI,NO,NO
2024,P080170667,SI,SI,NO,NO
2024,P080170668,SI,SI,NO,NO
2024,P080170696,SI,SI,NO,NO
2024,P080170716,SI,SI,NO,NO
2024,P080170718,SI,SI,NO,NO
2024,P080170719,SI,SI,NO,NO
2024,P080170720,SI,SI,NO,NO
2024,P080170743,SI,SI,NO,NO
2024,P080170751,SI,SI,NO,NO
2024,P080170828,SI,SI,NO,NO
2024,P080170829,SI,SI,NO,NO
2024,P080170841,SI,SI,NO,NO
2024,P080170845,SI,SI,NO,NO
2024,P080170864,SI,SI,NO,NO
2024,P080170867,SI,SI,NO,NO
2024,P080170870,SI,SI,NO,NO
2024,P080170871,SI,SI,NO,NO
2024,P080170876,SI,SI,NO,NO
2024,P080170879,SI,SI,NO,NO
2024,P080170888,SI,SI,NO,NO
2024,P080170890,SI,SI,NO,NO
2024,P080170894,SI,SI,NO,NO
2024,P080170895,SI,SI,NO,NO
2024,P080170897,SI,SI,NO,NO
2024,P080170900,SI,SI,NO,NO
2024,P080170901,SI,SI,NO,NO
2024,P080170903,SI,SI,NO,NO
2024,P080170906,SI,SI,NO,NO
2024,P080170908,SI,SI,NO,NO
2024,P080170912,SI,SI,NO,NO
2024,P080170919,SI,SI,NO,NO
2024,P080170920,SI,SI,NO,NO
2024,P080170923,SI,SI,NO,NO
2024,P080170927,SI,SI,NO,NO
2024,P080170934,SI,SI,NO,NO
2024,P080170937,SI,SI,NO,NO
2024,P080170952,SI,SI,NO,NO
2024,P080170965,SI,SI,NO,NO
2024,P080170966,SI,SI,NO,NO
2024,P080170969,SI,SI,NO,NO
2024,P080170979,SI,SI,NO,NO
2024,P080190001,SI,SI,NO,NO
2024,P080190999,SI,SI,NO,NO
2024,P080191002,SI,SI,NO,NO
2024,P080191008,SI,SI,NO,NO
2024,P080191091,SI,SI,NO,NO
2024,P080191212,SI,SI,NO,NO
2024,P080191321,SI,SI,NO,NO
2024,P080191322,SI,SI,NO,NO
2024,P080210001,SI,SI,NO,NO
2024,P080210002,SI,SI,NO,NO
2024,P080210006,SI,SI,NO,NO
2024,P080210012,SI,SI,NO,NO
2024,P080210018,SI,SI,NO,NO
2024,P080210019,SI,SI,NO,NO
2024,P080210021,SI,SI,NO,NO
2024,P080210024,SI,SI,NO,NO
2024,P080210026,SI,SI,NO,NO
2024,P080210029,SI,SI,NO,NO
2024,P080210030,SI,SI,NO,NO
2024,P080210047,SI,SI,NO,NO
2024,P080210049,SI,SI,NO,NO
2024,P080210054,SI,SI,NO,NO
2024,P080210059,SI,SI,NO,NO
2024,P080210060,SI,SI,NO,NO
2024,P080210064,SI,SI,NO,NO
2024,P080210067,SI,SI,NO,NO
2024,P080210068,SI,SI,NO,NO
2024,P080210077,SI,SI,NO,NO
2024,P080210083,SI,SI,NO,NO
2024,P080210085,SI,SI,NO,NO
2024,P080210087,SI,SI,NO,NO
2024,P080210088,SI,SI,NO,NO
2024,P080210091,SI,SI,NO,NO
2024,P080210106,SI,SI,NO,NO
2024,P080210108,SI,SI,NO,NO
2024,P080210114,SI,SI,NO,NO
2024,P080210183,SI,SI,NO,NO
2024,P080210274,SI,SI,NO,NO
2024,P080210285,SI,SI,NO,NO
2024,P080210288,SI,SI,NO,NO
2024,P080210291,SI,SI,NO,NO
2024,P080210303,SI,SI,NO,NO
2024,P080210309,SI,SI,NO,NO
2024,P080210326,SI,SI,NO,NO
2024,P080210343,SI,SI,NO,NO
2024,P080210350,SI,SI,NO,NO
2024,P080210354,SI,SI,NO,NO
2024,P080210356,SI,SI,NO,NO
2024,P080210359,SI,SI,NO,NO
2024,P080210360,SI,SI,NO,NO
2024,P080210365,SI,SI,NO,NO
2024,P080210371,SI,SI,NO,NO
2024,P080210396,SI,SI,NO,NO
2024,P080210401,SI,SI,NO,NO
2024,P080210403,SI,SI,NO,NO
2024,P080210404,SI,SI,NO,NO
2024,P080210406,SI,SI,NO,NO
2024,P080210408,SI,SI,NO,NO
2024,P080210410,SI,SI,NO,NO
2024,P080210449,SI,SI,NO,NO
2024,P080210456,SI,SI,NO,NO
2024,P080210459,SI,SI,NO,NO
2024,P080210486,SI,SI,NO,NO
2024,P080210487,SI,SI,NO,NO
2024,P080210496,SI,SI,NO,NO
2024,P080210500,SI,SI,NO,NO
2024,P080210504,SI,SI,NO,NO
2024,P080210514,SI,SI,NO,NO
2024,P080210515,SI,SI,NO,NO
2024,P080210517,SI,SI,NO,NO
2024,P080210534,SI,SI,NO,NO
2024,P080210565,SI,SI,NO,NO
2024,P080210588,SI,SI,NO,NO
2024,P080210596,SI,SI,NO,NO
2024,P080210609,SI,SI,NO,NO
2024,P080210633,SI,SI,NO,NO
2024,P080210693,SI,SI,NO,NO
2024,P080210699,SI,SI,NO,NO
2024,P080210700,SI,SI,NO,NO
2024,P080210701,SI,SI,NO,NO
2024,P080210710,SI,SI,NO,NO
2024,P080210738,SI,SI,NO,NO
2024,P080210760,SI,SI,NO,NO
2024,P080210762,SI,SI,NO,NO
2024,P080210768,SI,SI,NO,NO
2024,P080210771,SI,SI,NO,NO
2024,P080210773,SI,SI,NO,NO
2024,P080210796,SI,SI,NO,NO
2024,P080210802,SI,SI,NO,NO
2024,P080210808,SI,SI,NO,NO
2024,P080210838,SI,SI,NO,NO
2024,P080210844,SI,SI,NO,NO
2024,P080210854,SI,SI,NO,NO
2024,P080210858,SI,SI,NO,NO
2024,P080210871,SI,SI,NO,NO
2024,P080210873,SI,SI,NO,NO
2024,P080210915,SI,SI,NO,NO
2024,P080210928,SI,SI,NO,NO
2024,P080210935,SI,SI,NO,NO
2024,P080210957,SI,SI,NO,NO
2024,P080210958,SI,SI,NO,NO
2024,P080210960,SI,SI,NO,NO
2024,P080210963,SI,SI,NO,NO
2024,P080210968,SI,SI,NO,NO
2024,P080210976,SI,SI,NO,NO
2024,P080210977,SI,SI,NO,NO
2024,P080210985,SI,SI,NO,NO
2024,P080210986,SI,SI,NO,NO
2024,P080210991,SI,SI,NO,NO
2024,P080210993,SI,SI,NO,NO
2024,P080210994,SI,SI,NO,NO
2024,P080210997,SI,SI,NO,NO
2024,P080210999,SI,SI,NO,NO
2024,P080211004,SI,SI,NO,NO
2024,P080211005,SI,SI,NO,NO
2024,P080211006,SI,SI,NO,NO
2024,P080211027,SI,SI,NO,NO
2024,P080211051,SI,SI,NO,NO
2024,P080211053,SI,SI,NO,NO
2024,P080211058,SI,SI,NO,NO
2024,P080211062,SI,SI,NO,NO
2024,P080211066,SI,SI,NO,NO
2024,P080211073,SI,SI,NO,NO
2024,P080211088,SI,SI,NO,NO
2024,P080211137,SI,SI,NO,NO
2024,P080211173,SI,SI,NO,NO
2024,P080211203,SI,SI,NO,NO
2024,P080211212,SI,SI,NO,NO
2024,P080211221,SI,SI,NO,NO
2024,P080211226,SI,SI,NO,NO
2024,P080211239,SI,SI,NO,NO
2024,P080211241,SI,SI,NO,NO
2024,P080211247,SI,SI,NO,NO
2024,P080211251,SI,SI,NO,NO
2024,P080211253,SI,SI,NO,NO
2024,P080211267,SI,SI,NO,NO
2024,P080211270,SI,SI,NO,NO
2024,P080211273,SI,SI,NO,NO
2024,P080211274,SI,SI,NO,NO
2024,P080211278,SI,SI,NO,NO
2024,P080211287,SI,SI,NO,NO
2024,P080211300,SI,SI,NO,NO
2024,P080211304,SI,SI,NO,NO
2024,P080211310,SI,SI,NO,NO
2024,P080211311,SI,SI,NO,NO
2024,P080211314,SI,SI,NO,NO
2024,P080211329,SI,SI,NO,NO
2024,P080211338,SI,SI,NO,NO
2024,P080211342,SI,SI,NO,NO
2024,P080211346,SI,SI,NO,NO
2024,P080211350,SI,SI,NO,NO
2024,P080211353,SI,SI,NO,NO
2024,P080211355,SI,SI,NO,NO
2024,P080211358,SI,SI,NO,NO
2024,P080211359,SI,SI,NO,NO
2024,P080211372,SI,SI,NO,NO
2024,P080211374,SI,SI,NO,NO
2024,P080211392,SI,SI,NO,NO
2024,P080211401,SI,SI,NO,NO
2024,P080211404,SI,SI,NO,NO
2024,P080211408,SI,SI,NO,NO
2024,P080211415,SI,SI,NO,NO
2024,P080211418,SI,SI,NO,NO
2024,P080211419,SI,SI,NO,NO
2024,P080211423,SI,SI,NO,NO
2024,P080211427,SI,SI,NO,NO
2024,P080211433,SI,SI,NO,NO
2024,P080211440,SI,SI,NO,NO
2024,P080211449,SI,SI,NO,NO
2024,P080211452,SI,SI,NO,NO
2024,P080211453,SI,SI,NO,NO
2024,P080211456,SI,SI,NO,NO
2024,P080211460,SI,SI,NO,NO
2024,P080211465,SI,SI,NO,NO
2024,P080211470,SI,SI,NO,NO
2024,P080211471,SI,SI,NO,NO
2024,P080211473,SI,SI,NO,NO
2024,P080211478,SI,SI,NO,NO
2024,P080211479,SI,SI,NO,NO
2024,P080211480,SI,SI,NO,NO
2024,P080211484,SI,SI,NO,NO
2024,P080211485,SI,SI,NO,NO
2024,P080211487,SI,SI,NO,NO
2024,P080211488,SI,SI,NO,NO
2024,P080211489,SI,SI,NO,NO
2024,P080211492,SI,SI,NO,NO
2024,P080211493,SI,SI,NO,NO
2024,P080211497,SI,SI,NO,NO
2024,P080211499,SI,SI,NO,NO
2024,P080211500,SI,SI,NO,NO
2024,P080211501,SI,SI,NO,NO
2024,P080211502,SI,SI,NO,NO
2024,P080211508,SI,SI,NO,NO
2024,P080211509,SI,SI,NO,NO
2024,P080211511,SI,SI,NO,NO
2024,P080211513,SI,SI,NO,NO
2024,P080211514,SI,SI,NO,NO
2024,P080211515,SI,SI,NO,NO
2024,P080211517,SI,SI,NO,NO
2024,P080211519,SI,SI,NO,NO
2024,P080211520,SI,SI,NO,NO
2024,P080211521,SI,SI,NO,NO
2024,P080211522,SI,SI,NO,NO
2024,P080211524,SI,SI,NO,NO
2024,P080211527,SI,SI,NO,NO
2024,P080211529,SI,SI,NO,NO
2024,P080211531,SI,SI,NO,NO
2024,P080211533,SI,SI,NO,NO
2024,P080211544,SI,SI,NO,NO
2024,P080211545,SI,SI,NO,NO
2024,P080211552,SI,SI,NO,NO
2024,P080211554,SI,SI,NO,NO
2024,P080211556,SI,SI,NO,NO
2024,P080211557,SI,SI,NO,NO
2024,P080211559,SI,SI,NO,NO
2024,P080211561,SI,SI,NO,NO
2024,P080211562,SI,SI,NO,NO
2024,P080211565,SI,SI,NO,NO
2024,P080211568,SI,SI,NO,NO
2024,P080211569,SI,SI,NO,NO
2024,P080211573,SI,SI,NO,NO
2024,P080211580,SI,SI,NO,NO
2024,P080211592,SI,SI,NO,NO
2024,P080211594,SI,SI,NO,NO
2024,P080211596,SI,SI,NO,NO
2024,P080370001,SI,SI,NO,NO
2024,P080380001,SI,SI,NO,NO
2024,P080380041,SI,SI,NO,NO
2024,P080380075,SI,SI,NO,NO
2024,P080380078,SI,SI,NO,NO
2024,P080380095,SI,SI,NO,NO
2024,P080380096,SI,SI,NO,NO
2024,P080380100,SI,SI,NO,NO
2024,P080380102,SI,SI,NO,NO
2024,P080380133,SI,SI,NO,NO
2024,P080380155,SI,SI,NO,NO
2024,P080380164,SI,SI,NO,NO
2024,P080380174,SI,SI,NO,NO
2024,P080380176,SI,SI,NO,NO
2024,P080380177,SI,SI,NO,NO
2024,P080450001,SI,SI,NO,NO
2024,P080450004,SI,SI,NO,NO
2024,P080450005,SI,SI,NO,NO
2024,P080450006,SI,SI,NO,NO
2024,P080450007,SI,SI,NO,NO
2024,P080450008,SI,SI,NO,NO
2024,P080450010,SI,SI,NO,NO
2024,P080450011,SI,SI,NO,NO
2024,P080450012,SI,SI,NO,NO
2024,P080450013,SI,SI,NO,NO
2024,P080450015,SI,SI,NO,NO
2024,P080450016,SI,SI,NO,NO
2024,P080450019,SI,SI,NO,NO
2024,P080450020,SI,SI,NO,NO
2024,P080450033,SI,SI,NO,NO
2024,P080450045,SI,SI,NO,NO
2024,P080450052,SI,SI,NO,NO
2024,P080450056,SI,SI,NO,NO
2024,P080450063,SI,SI,NO,NO
2024,P080450064,SI,SI,NO,NO
2024,P080450068,SI,SI,NO,NO
2024,P080450073,SI,SI,NO,NO
2024,P080450075,SI,SI,NO,NO
2024,P080450085,SI,SI,NO,NO
2024,P080450087,SI,SI,NO,NO
2024,P080450090,SI,SI,NO,NO
2024,P080450095,SI,SI,NO,NO
2024,P080450105,SI,SI,NO,NO
2024,P080450112,SI,SI,NO,NO
2024,P080450117,SI,SI,NO,NO
2024,P080450134,SI,SI,NO,NO
2024,P080450141,SI,SI,NO,NO
2024,P080450144,SI,SI,NO,NO
2024,P080450145,SI,SI,NO,NO
2024,P080450147,SI,SI,NO,NO
2024,P080450148,SI,SI,NO,NO
2024,P080450199,SI,SI,NO,NO
2024,P080450204,SI,SI,NO,NO
2024,P080450206,SI,SI,NO,NO
2024,P080450210,SI,SI,NO,NO
2024,P080450214,SI,SI,NO,NO
2024,P080450224,SI,SI,NO,NO
2024,P080450227,SI,SI,NO,NO
2024,P080450228,SI,SI,NO,NO
2024,P080450229,SI,SI,NO,NO
2024,P080450235,SI,SI,NO,NO
2024,P080450237,SI,SI,NO,NO
2024,P080450246,SI,SI,NO,NO
2024,P080450247,SI,SI,NO,NO
2024,P080450248,SI,SI,NO,NO
2024,P080450249,SI,SI,NO,NO
2024,P080450250,SI,SI,NO,NO
2024,P080450252,SI,SI,NO,NO
2024,P080450253,SI,SI,NO,NO
2024,P080450255,SI,SI,NO,NO
2024,P080450256,SI,SI,NO,NO
