C601,C003,R027-0201,R027-0202,R027-0203,R027-0204,R027-0205
2024,P010010001,Sí,No,No,No,NA
2024,P010010096,Sí,No,No,No,NA
2024,P010010106,Sí,No,No,No,NA
2024,P010010120,Sí,No,No,No,NA
2024,P010010162,Sí,No,No,No,NA
2024,P010010197,Sí,No,No,No,NA
2024,P010010212,Sí,No,No,No,NA
2024,P010010226,Sí,No,No,No,NA
2024,P010010230,Sí,No,No,No,NA
2024,P010010256,Sí,No,No,No,NA
2024,P010010270,Sí,No,No,No,NA
2024,P010010291,Sí,No,No,No,NA
2024,P010010297,Sí,No,No,No,NA
2024,P010010309,Sí,No,No,No,NA
2024,P010010315,Sí,No,No,No,NA
2024,P010010345,Sí,No,No,No,NA
2024,P010010353,Sí,No,No,No,NA
2024,P010010370,Sí,No,No,No,NA
2024,P010010379,Sí,No,No,No,NA
2024,P010010387,Sí,No,No,No,NA
2024,P010010401,Sí,No,No,No,NA
2024,P010010421,Sí,No,No,No,NA
2024,P010010426,Sí,No,No,No,NA
2024,P010010456,Sí,No,No,No,NA
2024,P010010476,Sí,No,No,No,NA
2024,P010010514,Sí,No,No,No,NA
2024,P010010519,Sí,No,No,No,NA
2024,P010010531,Sí,No,No,No,NA
2024,P010010583,Sí,No,No,No,NA
2024,P010010587,Sí,No,No,No,NA
2024,P010010590,Sí,No,No,No,NA
2024,P010010593,Sí,No,No,No,NA
2024,P010010651,Sí,No,No,No,NA
2024,P010010652,Sí,No,No,No,NA
2024,P010010657,Sí,No,No,No,NA
2024,P010010665,Sí,No,No,No,NA
2024,P010010726,Sí,No,No,No,NA
2024,P010010732,Sí,No,No,No,NA
2024,P010010769,Sí,No,No,No,NA
2024,P010010772,Sí,No,No,No,NA
2024,P010010782,Sí,No,No,No,NA
2024,P010010863,Sí,No,No,No,NA
2024,P010010876,Sí,No,No,No,NA
2024,P010010885,Sí,No,No,No,NA
2024,P010010920,Sí,No,No,No,NA
2024,P010010967,Sí,No,No,No,NA
2024,P010011000,Sí,No,No,No,NA
2024,P010011025,Sí,No,No,No,NA
2024,P010011043,Sí,No,No,No,NA
2024,P010011051,Sí,No,No,No,NA
2024,P010011054,Sí,No,No,No,NA
2024,P010011103,Sí,No,No,No,NA
2024,P010011104,Sí,No,No,No,NA
2024,P010011127,Sí,No,No,No,NA
2024,P010011150,Sí,No,No,No,NA
2024,P010011159,Sí,No,No,No,NA
2024,P010011180,Sí,No,No,No,NA
2024,P010011187,Sí,No,No,No,NA
2024,P010012010,Sí,No,No,No,NA
2024,P010012030,Sí,No,No,No,NA
2024,P010012031,Sí,No,No,No,NA
2024,P010012054,Sí,No,No,No,NA
2024,P010012063,Sí,No,No,No,NA
2024,P010012065,Sí,No,No,No,NA
2024,P010012069,Sí,No,No,No,NA
2024,P010012071,Sí,No,No,No,NA
2024,P010012078,Sí,No,No,No,NA
