C601,C602,R002-0301,R002-0302
2024,P01,-453871,-477636
2024,P02,318399,290880
2024,P03,-189970,-215726
2024,P04,-232287,-254159
2024,P05,422718,396620
2024,P06,153861,126656
2024,P07,480760,458096
2024,P08,82264,58041
2024,P09,441871,415225
2024,P10,460894,433499
2024,P11,-33068,-60313
2024,P12,372632,347775
