C601,C003,R027-0401,R027-0402,R027-0403,R027-0404
2024,P160520001,NO,NO,SI,NO
2024,P160520158,NO,NO,SI,NO
2024,P160520077,NO,NO,SI,NO
2024,P160520028,NO,NO,SI,NO
2024,P160520127,NO,NO,SI,NO
2024,P160520002,NO,NO,SI,NO
2024,P160100001,NO,NO,SI,NO
