Estacion,Concesion,Concesionario,UtilidadBruta,TotalIngresosNetos,IngresosPublicidadBruto
XHQE-FM¦SUC. FRANCISCO MILLAN RAMOS¦OOOOO¦OOOOO,,,"$135,110.00","$135,110.00","$1,485,918.23"
