C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,Enero,"263,166",N/A,"739,745",N/A,N/A,"154,778","21,695","158,783"
2024,Febrero,"276,808",N/A,"568,183",N/A,N/A,"188,258","21,768","408,086"
2024,Marzo,"232,874",N/A,"538,777",N/A,N/A,"105,240",0,596
2024,Abril,"239,865",N/A,"564,642",N/A,N/A,"131,468",0,"19,240"
2024,Mayo,"172,151",N/A,"472,019",N/A,N/A,"102,907",0,"20,267"
2024,Junio,"261,885",N/A,"500,513",N/A,N/A,"126,001",0,"19,644"
2024,Julio,"334,539",N/A,"545,203",N/A,N/A,"101,241",0,"164,883"
2024,Agosto,"247,921",N/A,"687,490",N/A,N/A,"127,621",0,"165,594"
2024,Septiembre,"225,336",N/A,"490,039",N/A,N/A,"105,807",0,"159,587"
2024,Octubre,"283,028",N/A,"547,705",N/A,N/A,"132,636",0,"731,523"
2024,Noviembre,"206,183",N/A,"533,984",N/A,N/A,"107,185",0,"159,562"
2024,Diciembre,"136,624",N/A,"9,401,826",N/A,N/A,"180,699",0,"165,108"
