C601,C602,R002-0301,R002-0302
2024,P01,"523,579","362,387"
2024,P02,"-337,958","-489,102"
2024,P03,"82,345","82,345"
2024,P04,"-146,093","-163,574"
2024,P05,"17,836","-2,441"
2024,P06,"-27,271","-46,894"
2024,P07,"-70,161","-234,954"
2024,P08,"443,282","278,489"
2024,P09,"356,551","197,074"
2024,P10,"-67,616","-799,067"
2024,P11,"59,470","-100,007"
2024,P12,"2,034,418","1,869,625"
