C601,C602,C306,C401,R015-0101,R015-0102,R015-0103,R015-0104
2024,P10,NA,NA,74179929,37746210,1377685,132961
2024,P11,NA,NA,76998636,34646202,1377720,132926
2024,P12,NA,NA,73767436,32382236,997753,96237
