C601,C602,R001-0701,R001-0702,R001-0703,R001-0704,R001-0705,R001-0706,R001-0707,R001-0708,R001-0709,R001-0710,R001-0711,R001-0712
2024,P10,2361898, NA ,5519136, NA , NA , NA ,2794086, NA ,0, NA ,617982373, NA 
2024,P11,2304994, NA ,6072281, NA , NA , NA ,2794782, NA ,0, NA ,620237709, NA 
2024,P12,2352896, NA ,5601539, NA , NA , NA ,2812267, NA ,0, NA ,1082065186, NA 
