C601,C602,R004-0801,R004-0802,R004-0803
2023,P10,251533,59916981,182429
2023,P10,841122,28325367,94148
2023,P10,722054,9646795,28634
2023,P10,494063,11973497,25830
2023,P10,251586,11451924,22643
2023,P11,251533,60393547,183880
2023,P11,841122,29014938,96440
2023,P11,722054,9684191,28745
2023,P11,494063,11917871,25710
2023,P11,251586,11361393,22464
2023,P12,251533,67745348,206264
2023,P12,841122,32418568,107753
2023,P12,722054,9731693,28886
2023,P12,494063,11911381,25696
