C601,C602,C102,C103,R005-0101
2024,P10,P01,P02,301348
2024,P10,P02,P02,116684
2024,P11,P01,P02,301957
2024,P11,P02,P02,116727
2024,P12,P01,P02,302604
2024,P12,P02,P02,116729
