C601,C602,R005-0701,R005-0702,R005-0703,R005-0704,R005-0705
2024,P10,ALTAN REDES,0,0,0,667.55
2024,P10,AT&T COMERMOVIL,0,0,0,"7,159.64"
2024,P10,AXTEL LOCAL,0,0,97.55,0
2024,P10,CABLEMAS,0,0,"1,626.83",0
2024,P10,MEGA CABLE,0,0,26.34,0
2024,P10,MEGACABLE COMUNICACIONES DE MEX,0,0,6.86,0
2024,P10,MOVISTAR,0,0,0.04,11932.38
2024,P10,OPERBES,0,0,24.76,0.00
2024,P10,TELCEL,0,0,0,0
2024,P10,TELEVISION INTERNACIONAL,0,0,26.3,40.61
2024,P10,TOTAL PLAY,0,0,78.09,0
2024,P10,UCTEL,0,0,75.36,0
2024,P11,ALTAN REDES,0,0,0,635.62
2024,P11,AT&T COMERMOVIL,0,0,0,6557.53
2024,P11,AXTEL LOCAL,0,0,76.29,0.00
2024,P11,CABLEMAS,0,0,1482.66,0
2024,P11,MEGA CABLE,0,0,19.54,0
2024,P11,MEGACABLE COMUNICACIONES DE MEX,0,0,5.92,0
2024,P11,MOVISTAR,0,0,0.25,10375.98
2024,P11,OPERBES,0,0,19.08,0.00
2024,P11,TELCEL,0,0,0,0
2024,P11,TELEVISION INTERNACIONAL,0,0,19.25,439.29
2024,P11,TOTAL PLAY,0,0,68.69,0
2024,P11,UCTEL,0,0,65.64,0
2024,P11,VIVARO,0,0,0.05,0
2024,P12,ALTAN REDES,0,0,0,502.65
2024,P12,AT&T COMERMOVIL,0,0,,6049.2
2024,P12,AXTEL LOCAL,0,0,66.37,0.00
2024,P12,CABLEMAS,0,0,1540.55,0
2024,P12,MEGA CABLE,0,0,21.22,0
2024,P12,MEGACABLE COMUNICACIONES DE MEX,0,0,5.48,0
2024,P12,MOVISTAR,0,0,0.25,9586.13
2024,P12,OPERBES,0,0,17.75,0.00
2024,P12,TELCEL,0,0,0,0
2024,P12,TELEVISION INTERNACIONAL,0,0,16.04,230.14
2024,P12,TOTAL PLAY,0,0,64.3,0
2024,P12,UCTEL,0,0,66.61,0
