C601,C602,C205,C309,R005-0401
2024,P10,P001,P01,1965678
2024,P10,P001,P03,784085
2024,P10,P003,P01,86075
2024,P10,P003,P03,14798969
2024,P11,P001,P01,2109581
2024,P11,P001,P03,566984
2024,P11,P003,P01,561815
2024,P11,P003,P03,14210081
2024,P12,P001,P01,1841913
2024,P12,P001,P03,727859
2024,P12,P003,P01,104072
2024,P12,P003,P03,14333538
