C601,C003,R027-0201,R027-0202,R027-0203,R027-0204,R027-0205
2024,P020020259,NO,NA,NA,SI,NA
2024,P020020260,SI,NA,NA,SI,NA
2024,P020020262,SI,NA,NA,SI,NA
2024,P020020265,NO,NA,NA,SI,NA
2024,P020020266,SI,NA,NA,SI,NA
2024,P020020267,SI,NA,NA,SI,NA
2024,P020020268,SI,NA,NA,SI,NA
2024,P020020270,SI,NA,NA,SI,NA
2024,P020020272,NO,NA,NA,SI,NA
2024,P020020273,NO,NA,NA,SI,NA
2024,P020020275,NO,NA,NA,SI,NA
2024,P020020282,SI,NA,NA,SI,NA
2024,P020020284,SI,NA,NA,SI,NA
2024,P020020289,SI,NA,NA,SI,NA
2024,P020020290,NO,NA,NA,SI,NA
2024,P020020291,SI,NA,NA,SI,NA
2024,P020020295,SI,NA,NA,SI,NA
2024,P020020305,NO,NA,NA,SI,NA
2024,P020020311,NO,NA,NA,SI,NA
2024,P020020327,NO,NA,NA,SI,NA
2024,P020020333,NO,NA,NA,SI,NA
2024,P020020358,NO,NA,NA,SI,NA
2024,P020020378,SI,NA,NA,SI,NA
2024,P020020394,NO,NA,NA,SI,NA
2024,P020020395,NO,NA,NA,SI,NA
2024,P020020412,NO,NA,NA,SI,NA
2024,P020020456,SI,NA,NA,SI,NA
2024,P020020459,SI,NA,NA,SI,NA
2024,P020020461,NO,NA,NA,SI,NA
2024,P020020510,NO,NA,NA,SI,NA
2024,P020020513,NO,NA,NA,SI,NA
2024,P020020516,NO,NA,NA,SI,NA
2024,P020020521,NO,NA,NA,SI,NA
2024,P020021174,SI,NA,NA,SI,NA
2024,P020021176,NO,NA,NA,SI,NA
2024,P020021181,NO,NA,NA,SI,NA
2024,P020021195,SI,NA,NA,SI,NA
2024,P020021239,NO,NA,NA,SI,NA
2024,P020021273,NO,NA,NA,SI,NA
2024,P020021284,NO,NA,NA,SI,NA
2024,P020021292,NO,NA,NA,SI,NA
2024,P020021358,NO,NA,NA,SI,NA
2024,P020021564,NO,NA,NA,SI,NA
2024,P020024691,NO,NA,NA,SI,NA
2024,P020024705,NO,NA,NA,SI,NA
2024,P020030001,SI,NA,NA,SI,NA
2024,P020030089,SI,NA,NA,SI,NA
2024,P020030107,SI,NA,NA,SI,NA
2024,P020030131,SI,NA,NA,SI,NA
2024,P020030139,SI,NA,NA,SI,NA
2024,P020030146,NO,NA,NA,SI,NA
2024,P020030155,SI,NA,NA,SI,NA
2024,P020030211,SI,NA,NA,SI,NA
2024,P020030340,SI,NA,NA,SI,NA
2024,P020030992,NO,NA,NA,SI,NA
2024,P020031013,NO,NA,NA,SI,NA
2024,P020031569,NO,NA,NA,SI,NA
2024,P020031570,NO,NA,NA,SI,NA
2024,P020031573,NO,NA,NA,SI,NA
2024,P020031601,NO,NA,NA,SI,NA
2024,P020031603,NO,NA,NA,SI,NA
2024,P020040001,SI,NA,NA,SI,NA
2024,P020040187,SI,NA,NA,SI,NA
2024,P020040283,SI,NA,NA,SI,NA
2024,P020040298,SI,NA,NA,SI,NA
2024,P020040381,NO,NA,NA,SI,NA
2024,P020040537,SI,NA,NA,SI,NA
2024,P020040606,SI,NA,NA,SI,NA
2024,P020040678,SI,NA,NA,SI,NA
2024,P020040679,NO,NA,NA,SI,NA
2024,P020040720,SI,NA,NA,SI,NA
2024,P020040723,NO,NA,NA,SI,NA
2024,P020040725,NO,NA,NA,SI,NA
2024,P020041053,NO,NA,NA,SI,NA
2024,P020041060,NO,NA,NA,SI,NA
2024,P020041114,NO,NA,NA,SI,NA
2024,P020041348,NO,NA,NA,SI,NA
2024,P020041349,NO,NA,NA,SI,NA
2024,P020041351,NO,NA,NA,SI,NA
2024,P020041367,NO,NA,NA,SI,NA
2024,P020041421,NO,NA,NA,SI,NA
2024,P020041532,NO,NA,NA,SI,NA
2024,P020041581,NO,NA,NA,SI,NA
2024,P020041599,SI,NA,NA,SI,NA
2024,P020041614,NO,NA,NA,SI,NA
2024,P020041615,NO,NA,NA,SI,NA
2024,P020041616,NO,NA,NA,SI,NA
2024,P020041622,NO,NA,NA,SI,NA
2024,P020041624,NO,NA,NA,SI,NA
2024,P020041755,NO,NA,NA,SI,NA
2024,P020041756,NO,NA,NA,SI,NA
2024,P020041757,NO,NA,NA,SI,NA
2024,P020041773,NO,NA,NA,SI,NA
2024,P020041774,NO,NA,NA,SI,NA
2024,P020041778,NO,NA,NA,SI,NA
2024,P020041781,NO,NA,NA,SI,NA
2024,P020041801,NO,NA,NA,SI,NA
2024,P020041813,NO,NA,NA,SI,NA
2024,P020041856,NO,NA,NA,SI,NA
2024,P020041861,NO,NA,NA,SI,NA
2024,P020041881,NO,NA,NA,SI,NA
2024,P020041883,NO,NA,NA,SI,NA
2024,P020041892,NO,NA,NA,SI,NA
2024,P020041897,NO,NA,NA,SI,NA
2024,P020041902,NO,NA,NA,SI,NA
2024,P020041903,NO,NA,NA,SI,NA
2024,P020050001,SI,NA,NA,SI,NA
2024,P020050007,SI,NA,NA,SI,NA
2024,P020050025,NO,NA,NA,SI,NA
2024,P020050028,NO,NA,NA,SI,NA
2024,P020050034,SI,NA,NA,SI,NA
2024,P020050036,NO,NA,NA,SI,NA
2024,P020050037,NO,NA,NA,SI,NA
2024,P020050064,NO,NA,NA,SI,NA
2024,P020050070,NO,NA,NA,SI,NA
2024,P020050084,NO,NA,NA,SI,NA
2024,P020050086,NO,NA,NA,SI,NA
2024,P020050088,SI,NA,NA,SI,NA
2024,P020050089,SI,NA,NA,SI,NA
2024,P020050194,SI,NA,NA,SI,NA
2024,P020050213,NO,NA,NA,SI,NA
2024,P020050218,NO,NA,NA,SI,NA
2024,P020050230,NO,NA,NA,SI,NA
2024,P260550001,SI,NA,NA,SI,NA
2024,P260550011,SI,NA,NA,SI,NA
2024,P260550014,SI,NA,NA,SI,NA
2024,P260550016,NO,NA,NA,SI,NA
2024,P260550017,SI,NA,NA,SI,NA
2024,P260550021,NO,NA,NA,SI,NA
2024,P260550023,NO,NA,NA,SI,NA
2024,P260550089,NO,NA,NA,SI,NA
2024,P260700001,SI,NA,NA,SI,NA
2024,P260700019,SI,NA,NA,SI,NA
