C601,C602,C205,R010-0401,R010-0402,R010-0403
2024,P10,P001,4160,33045,SÍ
2024,P10,P003,18717,489647,SÍ
2024,P11,P001,4119,32357,SÍ
2024,P11,P003,19030,493210,SÍ
2024,P12,P001,3910,31755,SÍ
2024,P12,P003,19508,497164,SÍ
