C601,C602,C003,C006,C101,C102,C103,R001-0501
2024,P10,P020030139,NA,P101,P01,P02,3
2024,P10,P020030139,NA,P101,P02,P02,3
2024,P10,P020030139,NA,P108,P01,P02,184
2024,P10,P020030139,NA,P108,P02,P02,7
2024,P10,P020030139,NA,P201,P01,P02,322
2024,P10,P020030139,NA,P201,P02,P02,48
2024,P10,P020030155,NA,P101,P01,P02,8
2024,P10,P020030155,NA,P101,P02,P02,8
2024,P10,P020030155,NA,P108,P01,P02,350
2024,P10,P020030155,NA,P108,P02,P02,10
2024,P10,P020030155,NA,P201,P01,P02,535
2024,P10,P020030155,NA,P201,P02,P02,54
2024,P10,P020030211,NA,P101,P01,P02,2
2024,P10,P020030211,NA,P101,P02,P02,2
2024,P10,P020030211,NA,P108,P01,P02,24
2024,P10,P020030211,NA,P108,P02,P02,7
2024,P10,P020030211,NA,P201,P01,P02,31
2024,P10,P020030211,NA,P201,P02,P02,4
2024,P10,P020030340,NA,P101,P01,P02,1
2024,P10,P020030340,NA,P101,P02,P02,3
2024,P10,P020030340,NA,P108,P01,P02,280
2024,P10,P020030340,NA,P108,P02,P02,10
2024,P10,P020030340,NA,P201,P01,P02,627
2024,P10,P020030340,NA,P201,P02,P02,48
2024,P10,P020030992,NA,P101,P02,P02,6
2024,P10,P020030992,NA,P108,P01,P02,3
2024,P10,P020030992,NA,P108,P02,P02,1
2024,P10,P020030992,NA,P201,P01,P02,62
2024,P10,P020030992,NA,P201,P02,P02,16
2024,P10,P020031013,NA,P108,P01,P02,3
2024,P10,P020031013,NA,P201,P01,P02,88
2024,P10,P020031013,NA,P201,P02,P02,5
2024,P10,P020031569,NA,P101,P02,P02,3
2024,P10,P020031569,NA,P201,P02,P02,8
2024,P10,P020031570,NA,P201,P01,P02,32
2024,P10,P020031573,NA,P108,P01,P02,24
2024,P10,P020031573,NA,P108,P02,P02,3
2024,P10,P020031573,NA,P201,P01,P02,208
2024,P10,P020031573,NA,P201,P02,P02,14
2024,P10,P020040001,NA,P101,P01,P02,4178
2024,P10,P020040001,NA,P101,P02,P02,19798
2024,P10,P020040001,NA,P108,P01,P02,62437
2024,P10,P020040001,NA,P108,P02,P02,3508
2024,P10,P020040001,NA,P201,P01,P02,114462
2024,P10,P020040001,NA,P201,P02,P02,35591
2024,P10,P020040187,NA,P101,P01,P02,17
2024,P10,P020040187,NA,P101,P02,P02,52
2024,P10,P020040187,NA,P108,P01,P02,1037
2024,P10,P020040187,NA,P108,P02,P02,41
2024,P10,P020040187,NA,P201,P01,P02,1501
2024,P10,P020040187,NA,P201,P02,P02,337
2024,P10,P020040283,NA,P101,P01,P02,8
2024,P10,P020040283,NA,P101,P02,P02,9
2024,P10,P020040283,NA,P108,P01,P02,856
2024,P10,P020040283,NA,P108,P02,P02,21
2024,P10,P020040283,NA,P201,P01,P02,1071
2024,P10,P020040283,NA,P201,P02,P02,95
2024,P10,P020040298,NA,P101,P01,P02,65
2024,P10,P020040298,NA,P101,P02,P02,72
2024,P10,P020040298,NA,P108,P01,P02,1455
2024,P10,P020040298,NA,P108,P02,P02,94
2024,P10,P020040298,NA,P201,P01,P02,2344
2024,P10,P020040298,NA,P201,P02,P02,523
2024,P10,P020040381,NA,P108,P01,P02,229
2024,P10,P020040381,NA,P108,P02,P02,3
2024,P10,P020040381,NA,P201,P01,P02,156
2024,P10,P020040537,NA,P101,P01,P02,7
2024,P10,P020040537,NA,P101,P02,P02,4
2024,P10,P020040537,NA,P108,P01,P02,603
2024,P10,P020040537,NA,P108,P02,P02,5
2024,P10,P020040537,NA,P201,P01,P02,872
2024,P10,P020040537,NA,P201,P02,P02,42
2024,P10,P020040606,NA,P101,P01,P02,13
2024,P10,P020040606,NA,P101,P02,P02,4
2024,P10,P020040606,NA,P108,P01,P02,974
2024,P10,P020040606,NA,P108,P02,P02,14
2024,P10,P020040606,NA,P201,P01,P02,2274
2024,P10,P020040606,NA,P201,P02,P02,89
2024,P10,P020040678,NA,P101,P01,P02,4
2024,P10,P020040678,NA,P101,P02,P02,27
2024,P10,P020040678,NA,P108,P01,P02,102
2024,P10,P020040678,NA,P108,P02,P02,4
2024,P10,P020040678,NA,P201,P01,P02,441
2024,P10,P020040678,NA,P201,P02,P02,51
2024,P10,P020040679,NA,P201,P01,P02,1
2024,P10,P020040720,NA,P101,P01,P02,4
2024,P10,P020040720,NA,P101,P02,P02,50
2024,P10,P020040720,NA,P108,P01,P02,530
2024,P10,P020040720,NA,P108,P02,P02,27
2024,P10,P020040720,NA,P201,P01,P02,645
2024,P10,P020040720,NA,P201,P02,P02,211
2024,P10,P020040723,NA,P101,P02,P02,3
2024,P10,P020040723,NA,P108,P01,P02,4
2024,P10,P020040723,NA,P201,P01,P02,79
2024,P10,P020040723,NA,P201,P02,P02,16
2024,P10,P020040725,NA,P201,P01,P02,1
2024,P10,P020041421,NA,P108,P01,P02,73
2024,P10,P020041421,NA,P108,P02,P02,1
2024,P10,P020041421,NA,P201,P01,P02,56
2024,P10,P020041421,NA,P201,P02,P02,4
2024,P10,P020041599,NA,P101,P01,P02,199
2024,P10,P020041599,NA,P101,P02,P02,251
2024,P10,P020041599,NA,P108,P01,P02,7196
2024,P10,P020041599,NA,P108,P02,P02,149
2024,P10,P020041599,NA,P201,P01,P02,7396
2024,P10,P020041599,NA,P201,P02,P02,427
2024,P10,P020041615,NA,P201,P01,P02,2
2024,P10,P020041881,NA,P108,P01,P02,202
2024,P10,P020041881,NA,P108,P02,P02,2
2024,P10,P020041881,NA,P201,P01,P02,103
2024,P10,P020041881,NA,P201,P02,P02,4
2024,P10,P020041883,NA,P108,P01,P02,78
2024,P10,P020041883,NA,P201,P01,P02,52
2024,P10,P020041883,NA,P201,P02,P02,1
2024,P10,P020050001,NA,P101,P01,P02,144
2024,P10,P020050001,NA,P101,P02,P02,743
2024,P10,P020050001,NA,P108,P01,P02,3240
2024,P10,P020050001,NA,P108,P02,P02,244
2024,P10,P020050001,NA,P201,P01,P02,5629
2024,P10,P020050001,NA,P201,P02,P02,1955
2024,P10,P020050007,NA,P101,P01,P02,3
2024,P10,P020050007,NA,P101,P02,P02,6
2024,P10,P020050007,NA,P108,P01,P02,112
2024,P10,P020050007,NA,P108,P02,P02,4
2024,P10,P020050007,NA,P201,P01,P02,228
2024,P10,P020050007,NA,P201,P02,P02,19
2024,P10,P020050025,NA,P101,P01,P02,1
2024,P10,P020050025,NA,P101,P02,P02,1
2024,P10,P020050025,NA,P108,P01,P02,7
2024,P10,P020050025,NA,P201,P01,P02,57
2024,P10,P020050025,NA,P201,P02,P02,4
2024,P10,P020050034,NA,P101,P01,P02,6
2024,P10,P020050034,NA,P101,P02,P02,23
2024,P10,P020050034,NA,P108,P01,P02,559
2024,P10,P020050034,NA,P108,P02,P02,25
2024,P10,P020050034,NA,P201,P01,P02,763
2024,P10,P020050034,NA,P201,P02,P02,152
2024,P10,P020050070,NA,P201,P02,P02,1
2024,P10,P020050084,NA,P101,P01,P02,1
2024,P10,P020050084,NA,P108,P01,P02,2
2024,P10,P020050084,NA,P201,P01,P02,55
2024,P10,P020050084,NA,P201,P02,P02,4
2024,P10,P020050088,NA,P101,P01,P02,9
2024,P10,P020050088,NA,P101,P02,P02,5
2024,P10,P020050088,NA,P108,P01,P02,1416
2024,P10,P020050088,NA,P108,P02,P02,39
2024,P10,P020050088,NA,P201,P01,P02,1065
2024,P10,P020050088,NA,P201,P02,P02,99
2024,P10,P020050089,NA,P101,P01,P02,16
2024,P10,P020050089,NA,P101,P02,P02,22
2024,P10,P020050089,NA,P108,P01,P02,738
2024,P10,P020050089,NA,P108,P02,P02,32
2024,P10,P020050089,NA,P201,P01,P02,1240
2024,P10,P020050089,NA,P201,P02,P02,232
2024,P10,P020050194,NA,P101,P01,P02,2
2024,P10,P020050194,NA,P108,P01,P02,85
2024,P10,P020050194,NA,P108,P02,P02,1
2024,P10,P020050194,NA,P201,P01,P02,199
2024,P10,P020050194,NA,P201,P02,P02,8
2024,P10,P020050218,NA,P108,P01,P02,75
2024,P10,P020050218,NA,P201,P01,P02,43
2024,P10,P020050218,NA,P201,P02,P02,4
2024,P10,P020050230,NA,P108,P01,P02,75
2024,P10,P020050230,NA,P108,P02,P02,5
2024,P10,P020050230,NA,P201,P01,P02,107
2024,P10,P020050230,NA,P201,P02,P02,4
2024,P10,P260550001,NA,P101,P01,P02,400
2024,P10,P260550001,NA,P101,P02,P02,714
2024,P10,P260550001,NA,P108,P01,P02,6675
2024,P10,P260550001,NA,P108,P02,P02,615
2024,P10,P260550001,NA,P201,P01,P02,11781
2024,P10,P260550001,NA,P201,P02,P02,3476
2024,P10,P260550011,NA,P101,P01,P02,1
2024,P10,P260550011,NA,P101,P02,P02,2
2024,P10,P260550011,NA,P108,P01,P02,539
2024,P10,P260550011,NA,P108,P02,P02,49
2024,P10,P260550011,NA,P201,P01,P02,270
2024,P10,P260550011,NA,P201,P02,P02,51
2024,P10,P260550014,NA,P101,P01,P02,1
2024,P10,P260550014,NA,P108,P01,P02,175
2024,P10,P260550014,NA,P108,P02,P02,2
2024,P10,P260550014,NA,P201,P01,P02,183
2024,P10,P260550014,NA,P201,P02,P02,9
2024,P10,P260550016,NA,P101,P01,P02,5
2024,P10,P260550016,NA,P101,P02,P02,1
2024,P10,P260550016,NA,P108,P01,P02,106
2024,P10,P260550016,NA,P108,P02,P02,4
2024,P10,P260550016,NA,P201,P01,P02,31
2024,P10,P260550016,NA,P201,P02,P02,1
2024,P10,P260550017,NA,P101,P01,P02,30
2024,P10,P260550017,NA,P101,P02,P02,16
2024,P10,P260550017,NA,P108,P01,P02,986
2024,P10,P260550017,NA,P108,P02,P02,40
2024,P10,P260550017,NA,P201,P01,P02,1223
2024,P10,P260550017,NA,P201,P02,P02,144
2024,P10,P260550023,NA,P101,P01,P02,1
2024,P10,P260550023,NA,P201,P01,P02,6
2024,P10,P260550089,NA,P101,P01,P02,1
2024,P10,P260550089,NA,P108,P01,P02,66
2024,P10,P260550089,NA,P108,P02,P02,3
2024,P10,P260550089,NA,P201,P01,P02,63
2024,P10,P260550089,NA,P201,P02,P02,7
2024,P10,P260700001,NA,P101,P01,P02,18
2024,P10,P260700001,NA,P101,P02,P02,44
2024,P10,P260700001,NA,P108,P01,P02,1464
2024,P10,P260700001,NA,P108,P02,P02,87
2024,P10,P260700001,NA,P201,P01,P02,1312
2024,P10,P260700001,NA,P201,P02,P02,286
2024,P10,P260700019,NA,P108,P01,P02,104
2024,P10,P260700019,NA,P108,P02,P02,3
2024,P10,P260700019,NA,P201,P01,P02,17
2024,P10,P260700019,NA,P201,P02,P02,2
2024,P11,P020010001,NA,P101,P01,P02,934
2024,P11,P020010001,NA,P101,P02,P02,3218
2024,P11,P020010001,NA,P108,P01,P02,16163
2024,P11,P020010001,NA,P108,P02,P02,810
2024,P11,P020010001,NA,P201,P01,P02,26180
2024,P11,P020010001,NA,P201,P02,P02,7607
2024,P11,P020010046,NA,P101,P01,P02,6
2024,P11,P020010046,NA,P101,P02,P02,10
2024,P11,P020010060,NA,P101,P01,P02,6
2024,P11,P020010060,NA,P101,P02,P02,9
2024,P11,P020010060,NA,P108,P01,P02,796
2024,P11,P020010060,NA,P108,P02,P02,47
2024,P11,P020010060,NA,P201,P01,P02,693
2024,P11,P020010060,NA,P201,P02,P02,208
2024,P11,P020010095,NA,P101,P01,P02,5
2024,P11,P020010095,NA,P101,P02,P02,1
2024,P11,P020010095,NA,P108,P01,P02,175
2024,P11,P020010095,NA,P108,P02,P02,7
2024,P11,P020010095,NA,P201,P01,P02,209
2024,P11,P020010095,NA,P201,P02,P02,21
2024,P11,P020010114,NA,P101,P01,P02,13
2024,P11,P020010114,NA,P101,P02,P02,42
2024,P11,P020010114,NA,P108,P01,P02,476
2024,P11,P020010114,NA,P108,P02,P02,25
2024,P11,P020010114,NA,P201,P01,P02,646
2024,P11,P020010114,NA,P201,P02,P02,203
2024,P11,P020010118,NA,P201,P01,P02,4
2024,P11,P020010124,NA,P101,P01,P02,13
2024,P11,P020010124,NA,P101,P02,P02,37
2024,P11,P020010124,NA,P201,P01,P02,41
2024,P11,P020010124,NA,P201,P02,P02,30
2024,P11,P020010139,NA,P101,P01,P02,31
2024,P11,P020010139,NA,P101,P02,P02,58
2024,P11,P020010139,NA,P108,P01,P02,1644
2024,P11,P020010139,NA,P108,P02,P02,93
2024,P11,P020010139,NA,P201,P01,P02,1606
2024,P11,P020010139,NA,P201,P02,P02,423
2024,P11,P020010151,NA,P101,P01,P02,12
2024,P11,P020010151,NA,P101,P02,P02,12
2024,P11,P020010151,NA,P108,P01,P02,368
2024,P11,P020010151,NA,P108,P02,P02,21
2024,P11,P020010151,NA,P201,P01,P02,736
2024,P11,P020010151,NA,P201,P02,P02,156
2024,P11,P020010152,NA,P101,P01,P02,1
2024,P11,P020010152,NA,P108,P01,P02,5
2024,P11,P020010152,NA,P108,P02,P02,1
2024,P11,P020010152,NA,P201,P01,P02,34
2024,P11,P020010152,NA,P201,P02,P02,10
2024,P11,P020010170,NA,P101,P01,P02,1
2024,P11,P020010170,NA,P101,P02,P02,5
2024,P11,P020010170,NA,P201,P01,P02,1
2024,P11,P020010170,NA,P201,P02,P02,3
2024,P11,P020010184,NA,P201,P01,P02,4
2024,P11,P020010186,NA,P101,P02,P02,3
2024,P11,P020010186,NA,P108,P01,P02,211
2024,P11,P020010186,NA,P108,P02,P02,12
2024,P11,P020010186,NA,P201,P01,P02,250
2024,P11,P020010186,NA,P201,P02,P02,70
2024,P11,P020010190,NA,P101,P01,P02,8
2024,P11,P020010190,NA,P101,P02,P02,4
2024,P11,P020010190,NA,P108,P01,P02,1
2024,P11,P020010190,NA,P201,P01,P02,25
2024,P11,P020010190,NA,P201,P02,P02,15
2024,P11,P020010198,NA,P101,P01,P02,1
2024,P11,P020010198,NA,P101,P02,P02,3
2024,P11,P020010198,NA,P108,P01,P02,173
2024,P11,P020010198,NA,P108,P02,P02,13
2024,P11,P020010198,NA,P201,P01,P02,342
2024,P11,P020010198,NA,P201,P02,P02,58
2024,P11,P020010200,NA,P101,P01,P02,1
2024,P11,P020010200,NA,P108,P01,P02,82
2024,P11,P020010200,NA,P108,P02,P02,4
2024,P11,P020010200,NA,P201,P01,P02,105
2024,P11,P020010200,NA,P201,P02,P02,9
2024,P11,P020010243,NA,P101,P01,P02,9
2024,P11,P020010243,NA,P101,P02,P02,7
2024,P11,P020010243,NA,P108,P01,P02,535
2024,P11,P020010243,NA,P108,P02,P02,11
2024,P11,P020010243,NA,P201,P01,P02,423
2024,P11,P020010243,NA,P201,P02,P02,81
2024,P11,P020010247,NA,P101,P01,P02,25
2024,P11,P020010247,NA,P101,P02,P02,116
2024,P11,P020010247,NA,P108,P01,P02,931
2024,P11,P020010247,NA,P108,P02,P02,44
2024,P11,P020010247,NA,P201,P01,P02,1449
2024,P11,P020010247,NA,P201,P02,P02,472
2024,P11,P020010267,NA,P101,P01,P02,2
2024,P11,P020010267,NA,P101,P02,P02,4
2024,P11,P020010267,NA,P108,P01,P02,84
2024,P11,P020010267,NA,P108,P02,P02,6
2024,P11,P020010267,NA,P201,P01,P02,91
2024,P11,P020010267,NA,P201,P02,P02,16
2024,P11,P020010268,NA,P101,P01,P02,16
2024,P11,P020010268,NA,P101,P02,P02,48
2024,P11,P020010268,NA,P108,P01,P02,1759
2024,P11,P020010268,NA,P108,P02,P02,115
2024,P11,P020010268,NA,P201,P01,P02,1641
2024,P11,P020010268,NA,P201,P02,P02,506
2024,P11,P020010271,NA,P101,P01,P02,1
2024,P11,P020010271,NA,P101,P02,P02,5
2024,P11,P020010271,NA,P108,P01,P02,235
2024,P11,P020010271,NA,P108,P02,P02,25
2024,P11,P020010271,NA,P201,P01,P02,341
2024,P11,P020010271,NA,P201,P02,P02,138
2024,P11,P020010329,NA,P101,P01,P02,5
2024,P11,P020010329,NA,P101,P02,P02,1
2024,P11,P020010329,NA,P108,P01,P02,5
2024,P11,P020010329,NA,P108,P02,P02,7
2024,P11,P020010329,NA,P201,P01,P02,46
2024,P11,P020010329,NA,P201,P02,P02,23
2024,P11,P020010339,NA,P201,P01,P02,3
2024,P11,P020010491,NA,P101,P01,P02,9
2024,P11,P020010491,NA,P201,P01,P02,26
2024,P11,P020010491,NA,P201,P02,P02,3
2024,P11,P020010492,NA,P108,P01,P02,4
2024,P11,P020010492,NA,P201,P01,P02,13
2024,P11,P020010492,NA,P201,P02,P02,3
2024,P11,P020010520,NA,P101,P01,P02,8
2024,P11,P020010520,NA,P101,P02,P02,1
2024,P11,P020010520,NA,P201,P01,P02,17
2024,P11,P020010520,NA,P201,P02,P02,5
2024,P11,P020010598,NA,P201,P01,P02,2
2024,P11,P020010617,NA,P201,P01,P02,1
2024,P11,P020010617,NA,P201,P02,P02,1
2024,P11,P020010660,NA,P101,P01,P02,1
2024,P11,P020010660,NA,P101,P02,P02,1
2024,P11,P020010685,NA,P101,P01,P02,8
2024,P11,P020010685,NA,P101,P02,P02,27
2024,P11,P020010685,NA,P108,P01,P02,1161
2024,P11,P020010685,NA,P108,P02,P02,59
2024,P11,P020010685,NA,P201,P01,P02,1202
2024,P11,P020010685,NA,P201,P02,P02,310
2024,P11,P020010720,NA,P101,P01,P02,2
2024,P11,P020010720,NA,P108,P01,P02,3
2024,P11,P020010720,NA,P201,P01,P02,49
2024,P11,P020010720,NA,P201,P02,P02,1
2024,P11,P020010783,NA,P201,P01,P02,1
2024,P11,P020010857,NA,P101,P01,P02,14
2024,P11,P020010857,NA,P101,P02,P02,133
2024,P11,P020010857,NA,P108,P01,P02,1140
2024,P11,P020010857,NA,P108,P02,P02,71
2024,P11,P020010857,NA,P201,P01,P02,1283
2024,P11,P020010857,NA,P201,P02,P02,490
2024,P11,P020010935,NA,P101,P01,P02,13
2024,P11,P020010935,NA,P101,P02,P02,5
2024,P11,P020010935,NA,P201,P01,P02,73
2024,P11,P020010935,NA,P201,P02,P02,39
2024,P11,P020010942,NA,P108,P01,P02,72
2024,P11,P020010942,NA,P108,P02,P02,3
2024,P11,P020010942,NA,P201,P01,P02,76
2024,P11,P020010942,NA,P201,P02,P02,13
2024,P11,P020011001,NA,P101,P02,P02,2
2024,P11,P020011002,NA,P101,P01,P02,1
2024,P11,P020011002,NA,P108,P01,P02,43
2024,P11,P020011002,NA,P108,P02,P02,4
2024,P11,P020011002,NA,P201,P01,P02,38
2024,P11,P020011002,NA,P201,P02,P02,24
2024,P11,P020011025,NA,P108,P01,P02,278
2024,P11,P020011025,NA,P108,P02,P02,18
2024,P11,P020011025,NA,P201,P01,P02,117
2024,P11,P020011025,NA,P201,P02,P02,40
2024,P11,P020011037,NA,P101,P01,P02,3
2024,P11,P020011037,NA,P101,P02,P02,4
2024,P11,P020011037,NA,P108,P01,P02,308
2024,P11,P020011037,NA,P108,P02,P02,19
2024,P11,P020011037,NA,P201,P01,P02,271
2024,P11,P020011037,NA,P201,P02,P02,57
2024,P11,P020011065,NA,P108,P01,P02,11
2024,P11,P020011065,NA,P201,P01,P02,8
2024,P11,P020011065,NA,P201,P02,P02,3
2024,P11,P020011107,NA,P201,P01,P02,1
2024,P11,P020011148,NA,P101,P01,P02,1
2024,P11,P020011561,NA,P108,P01,P02,1
2024,P11,P020011561,NA,P201,P01,P02,36
2024,P11,P020011561,NA,P201,P02,P02,8
2024,P11,P020011729,NA,P101,P01,P02,2
2024,P11,P020011896,NA,P101,P01,P02,1
2024,P11,P020012151,NA,P101,P01,P02,1
2024,P11,P020012151,NA,P108,P01,P02,1
2024,P11,P020012151,NA,P201,P01,P02,41
2024,P11,P020012151,NA,P201,P02,P02,5
2024,P11,P020012157,NA,P108,P01,P02,23
2024,P11,P020012157,NA,P108,P02,P02,1
2024,P11,P020012157,NA,P201,P01,P02,62
2024,P11,P020012157,NA,P201,P02,P02,9
2024,P11,P020012183,NA,P101,P01,P02,2
2024,P11,P020012183,NA,P101,P02,P02,13
2024,P11,P020012183,NA,P108,P01,P02,146
2024,P11,P020012183,NA,P108,P02,P02,9
2024,P11,P020012183,NA,P201,P01,P02,129
2024,P11,P020012183,NA,P201,P02,P02,24
2024,P11,P020012224,NA,P101,P01,P02,11
2024,P11,P020012224,NA,P101,P02,P02,3
2024,P11,P020012224,NA,P108,P01,P02,240
2024,P11,P020012224,NA,P108,P02,P02,9
2024,P11,P020012224,NA,P201,P01,P02,532
2024,P11,P020012224,NA,P201,P02,P02,52
2024,P11,P020012364,NA,P101,P02,P02,1
2024,P11,P020012364,NA,P201,P01,P02,3
2024,P11,P020013173,NA,P101,P01,P02,13
2024,P11,P020013173,NA,P101,P02,P02,180
2024,P11,P020013173,NA,P108,P01,P02,1060
2024,P11,P020013173,NA,P108,P02,P02,49
2024,P11,P020013173,NA,P201,P01,P02,1572
2024,P11,P020013173,NA,P201,P02,P02,450
2024,P11,P020013197,NA,P101,P01,P02,2
2024,P11,P020013197,NA,P101,P02,P02,5
2024,P11,P020013197,NA,P108,P01,P02,356
2024,P11,P020013197,NA,P108,P02,P02,16
2024,P11,P020013197,NA,P201,P01,P02,214
2024,P11,P020013197,NA,P201,P02,P02,32
2024,P11,P020013261,NA,P108,P01,P02,3
2024,P11,P020013261,NA,P201,P01,P02,50
2024,P11,P020013261,NA,P201,P02,P02,3
2024,P11,P020013344,NA,P101,P01,P02,1
2024,P11,P020013344,NA,P201,P01,P02,20
2024,P11,P020013344,NA,P201,P02,P02,1
2024,P11,P020013368,NA,P101,P01,P02,2
2024,P11,P020013368,NA,P101,P02,P02,1
2024,P11,P020013368,NA,P108,P01,P02,81
2024,P11,P020013368,NA,P108,P02,P02,1
2024,P11,P020013368,NA,P201,P01,P02,33
2024,P11,P020013368,NA,P201,P02,P02,6
2024,P11,P020013370,NA,P108,P01,P02,1
2024,P11,P020013370,NA,P201,P01,P02,19
2024,P11,P020013370,NA,P201,P02,P02,3
2024,P11,P020013381,NA,P101,P01,P02,6
2024,P11,P020013381,NA,P101,P02,P02,7
2024,P11,P020013381,NA,P108,P01,P02,40
2024,P11,P020013381,NA,P108,P02,P02,2
2024,P11,P020013381,NA,P201,P01,P02,38
2024,P11,P020013381,NA,P201,P02,P02,10
2024,P11,P020014444,NA,P101,P01,P02,2
2024,P11,P020014444,NA,P201,P01,P02,7
2024,P11,P020020001,NA,P101,P01,P02,2719
2024,P11,P020020001,NA,P101,P02,P02,9071
2024,P11,P020020001,NA,P108,P01,P02,27532
2024,P11,P020020001,NA,P108,P02,P02,1826
2024,P11,P020020001,NA,P201,P01,P02,67036
2024,P11,P020020001,NA,P201,P02,P02,17407
2024,P11,P020020110,NA,P101,P01,P02,10
2024,P11,P020020110,NA,P101,P02,P02,5
2024,P11,P020020110,NA,P108,P01,P02,282
2024,P11,P020020110,NA,P108,P02,P02,15
2024,P11,P020020110,NA,P201,P01,P02,550
2024,P11,P020020110,NA,P201,P02,P02,43
2024,P11,P020020111,NA,P101,P01,P02,9
2024,P11,P020020111,NA,P101,P02,P02,25
2024,P11,P020020111,NA,P108,P01,P02,526
2024,P11,P020020111,NA,P108,P02,P02,38
2024,P11,P020020111,NA,P201,P01,P02,632
2024,P11,P020020111,NA,P201,P02,P02,591
2024,P11,P020020127,NA,P201,P01,P02,1
2024,P11,P020020143,NA,P108,P01,P02,2
2024,P11,P020020143,NA,P201,P01,P02,82
2024,P11,P020020143,NA,P201,P02,P02,2
2024,P11,P020020152,NA,P101,P01,P02,2
2024,P11,P020020152,NA,P201,P01,P02,10
2024,P11,P020020152,NA,P201,P02,P02,2
2024,P11,P020020157,NA,P101,P01,P02,7
2024,P11,P020020157,NA,P108,P01,P02,114
2024,P11,P020020157,NA,P108,P02,P02,1
2024,P11,P020020157,NA,P201,P01,P02,33
2024,P11,P020020158,NA,P101,P01,P02,19
2024,P11,P020020158,NA,P101,P02,P02,1
2024,P11,P020020158,NA,P108,P01,P02,30
2024,P11,P020020158,NA,P201,P01,P02,5
2024,P11,P020020159,NA,P101,P01,P02,8
2024,P11,P020020159,NA,P101,P02,P02,5
2024,P11,P020020159,NA,P108,P01,P02,255
2024,P11,P020020159,NA,P108,P02,P02,20
2024,P11,P020020159,NA,P201,P01,P02,620
2024,P11,P020020159,NA,P201,P02,P02,71
2024,P11,P020020161,NA,P101,P01,P02,4
2024,P11,P020020161,NA,P101,P02,P02,14
2024,P11,P020020161,NA,P108,P01,P02,177
2024,P11,P020020161,NA,P108,P02,P02,9
2024,P11,P020020161,NA,P201,P01,P02,213
2024,P11,P020020161,NA,P201,P02,P02,36
2024,P11,P020020167,NA,P101,P01,P02,4
2024,P11,P020020167,NA,P108,P01,P02,356
2024,P11,P020020167,NA,P108,P02,P02,25
2024,P11,P020020167,NA,P201,P01,P02,311
2024,P11,P020020167,NA,P201,P02,P02,30
2024,P11,P020020169,NA,P101,P01,P02,7
2024,P11,P020020169,NA,P101,P02,P02,4
2024,P11,P020020169,NA,P108,P01,P02,124
2024,P11,P020020169,NA,P108,P02,P02,10
2024,P11,P020020169,NA,P201,P01,P02,223
2024,P11,P020020169,NA,P201,P02,P02,21
2024,P11,P020020183,NA,P101,P01,P02,3
2024,P11,P020020183,NA,P108,P01,P02,118
2024,P11,P020020183,NA,P108,P02,P02,5
2024,P11,P020020183,NA,P201,P01,P02,174
2024,P11,P020020183,NA,P201,P02,P02,11
2024,P11,P020020185,NA,P101,P01,P02,28
2024,P11,P020020185,NA,P101,P02,P02,71
2024,P11,P020020185,NA,P108,P01,P02,745
2024,P11,P020020185,NA,P108,P02,P02,59
2024,P11,P020020185,NA,P201,P01,P02,1633
2024,P11,P020020185,NA,P201,P02,P02,298
2024,P11,P020020186,NA,P101,P01,P02,5
2024,P11,P020020186,NA,P101,P02,P02,1
2024,P11,P020020186,NA,P108,P01,P02,20
2024,P11,P020020186,NA,P201,P01,P02,77
2024,P11,P020020186,NA,P201,P02,P02,8
2024,P11,P020020189,NA,P101,P01,P02,9
2024,P11,P020020189,NA,P201,P01,P02,1
2024,P11,P020020192,NA,P101,P01,P02,16
2024,P11,P020020192,NA,P101,P02,P02,5
2024,P11,P020020192,NA,P108,P01,P02,372
2024,P11,P020020192,NA,P108,P02,P02,15
2024,P11,P020020192,NA,P201,P01,P02,402
2024,P11,P020020192,NA,P201,P02,P02,62
2024,P11,P020020195,NA,P201,P01,P02,8
2024,P11,P020020195,NA,P201,P02,P02,5
2024,P11,P020020201,NA,P101,P01,P02,12
2024,P11,P020020201,NA,P101,P02,P02,3
2024,P11,P020020201,NA,P108,P01,P02,81
2024,P11,P020020201,NA,P108,P02,P02,1
2024,P11,P020020201,NA,P201,P01,P02,41
2024,P11,P020020201,NA,P201,P02,P02,3
2024,P11,P020020202,NA,P101,P01,P02,9
2024,P11,P020020202,NA,P101,P02,P02,1
2024,P11,P020020202,NA,P108,P01,P02,78
2024,P11,P020020202,NA,P108,P02,P02,1
2024,P11,P020020202,NA,P201,P01,P02,35
2024,P11,P020020202,NA,P201,P02,P02,1
2024,P11,P020020206,NA,P201,P02,P02,2
2024,P11,P020020211,NA,P101,P01,P02,2
2024,P11,P020020211,NA,P108,P01,P02,131
2024,P11,P020020211,NA,P108,P02,P02,3
2024,P11,P020020211,NA,P201,P01,P02,153
2024,P11,P020020211,NA,P201,P02,P02,18
2024,P11,P020020212,NA,P101,P01,P02,3
2024,P11,P020020212,NA,P101,P02,P02,2
2024,P11,P020020212,NA,P108,P01,P02,526
2024,P11,P020020212,NA,P108,P02,P02,18
2024,P11,P020020212,NA,P201,P01,P02,308
2024,P11,P020020212,NA,P201,P02,P02,33
2024,P11,P020020223,NA,P101,P01,P02,4
2024,P11,P020020223,NA,P108,P01,P02,6
2024,P11,P020020223,NA,P201,P01,P02,7
2024,P11,P020020225,NA,P101,P01,P02,11
2024,P11,P020020225,NA,P101,P02,P02,3
