C601,C602,R005-0801,R005-0802,R005-0803,R005-0804,R005-0805
2024,P10,TOTAL PLAY,0,0,20437,0
2024,P10,UCTEL,0,0,17735,0
2024,P11,ALTAN REDES,0,0,0,12184
2024,P11,AT&T COMERMOVIL,0,0,0,125701
2024,P11,AXTEL LOCAL,0,0,19964,0
2024,P11,CABLEMAS,0,0,388035,0
2024,P11,MEGA CABLE,0,0,5112,0
2024,P11,MEGACABLE COMUNICACIONES DE MEX,0,0,1548,0
2024,P11,MOVISTAR,0,0,64,198897
2024,P11,OPERBES,0,0,4994,0
2024,P11,TELCEL,0,0,0,0
2024,P11,TELEVISION INTERNACIONAL,0,0,5038,13219
2024,P11,TOTAL PLAY,0,0,17977,0
2024,P11,UCTEL,0,0,15668,0
2024,P11,VIVARO,0,0,12,0
2024,P12,ALTAN REDES,0,0,0,9635
2024,P12,AT&T COMERMOVIL,0,0,0,115957
2024,P12,AXTEL LOCAL,0,0,17370,0
2024,P12,CABLEMAS,0,0,403168,0
2024,P12,MEGA CABLE,0,0,5554,0
2024,P12,MEGACABLE COMUNICACIONES DE MEX,0,0,1435,0
2024,P12,MOVISTAR,0,0,65,183757
2024,P12,OPERBES,0,0,4646,0
2024,P12,TELCEL,0,0,0,0
2024,P12,TELEVISION INTERNACIONAL,0,0,4197,7285
2024,P12,TOTAL PLAY,0,0,16828,0
2024,P12,UCTEL,0,0,15851,0
