C601,C602,C006,R006-0301,R006-0302,R006-0303,R006-0304,R006-0305,R006-0306,R006-0307
2024,P12,776,NA,NA,3289,NA,1227,NA,NA
2024,P12,777,NA,NA,315853,NA,124002,NA,NA
2024,P12,779,NA,NA,4982,NA,2562,NA,NA
2024,P12,781,NA,NA,88,NA,90,NA,NA
2024,P12,782,NA,NA,31804,NA,11852,NA,NA
2024,P12,783,NA,NA,8688,NA,3900,NA,NA
2024,P12,784,NA,NA,2335,NA,881,NA,NA
2024,P12,785,NA,NA,196,NA,207,NA,NA
2024,P12,786,NA,NA,342,NA,257,NA,NA
2024,P12,789,NA,NA,24,NA,31,NA,NA
2024,P12,791,NA,NA,622,NA,193,NA,NA
2024,P12,797,NA,NA,601,NA,372,NA,NA
2024,P12,821,NA,NA,1438,NA,1655,NA,NA
2024,P12,823,NA,NA,0,NA,7,NA,NA
2024,P12,824,NA,NA,389,NA,308,NA,NA
2024,P12,825,NA,NA,52,NA,50,NA,NA
2024,P12,826,NA,NA,4085,NA,3610,NA,NA
2024,P12,828,NA,NA,1345,NA,1100,NA,NA
2024,P12,829,NA,NA,0,NA,4,NA,NA
2024,P12,831,NA,NA,446,NA,443,NA,NA
2024,P12,832,NA,NA,0,NA,4,NA,NA
2024,P12,833,NA,NA,33640,NA,28911,NA,NA
2024,P12,834,NA,NA,11046,NA,10109,NA,NA
2024,P12,835,NA,NA,1,NA,8,NA,NA
2024,P12,836,NA,NA,3,NA,21,NA,NA
2024,P12,841,NA,NA,4,NA,15,NA,NA
2024,P12,842,NA,NA,52,NA,81,NA,NA
2024,P12,844,NA,NA,66006,NA,48052,NA,NA
2024,P12,845,NA,NA,0,NA,11,NA,NA
2024,P12,846,NA,NA,2,NA,28,NA,NA
2024,P12,861,NA,NA,187,NA,240,NA,NA
2024,P12,862,NA,NA,140,NA,224,NA,NA
2024,P12,864,NA,NA,69,NA,84,NA,NA
2024,P12,866,NA,NA,7420,NA,8829,NA,NA
2024,P12,867,NA,NA,81606,NA,50990,NA,NA
2024,P12,868,NA,NA,25698,NA,19859,NA,NA
2024,P12,869,NA,NA,0,NA,1,NA,NA
2024,P12,871,NA,NA,50608,NA,28543,NA,NA
2024,P12,872,NA,NA,454,NA,365,NA,NA
2024,P12,873,NA,NA,0,NA,5,NA,NA
2024,P12,877,NA,NA,4347,NA,5313,NA,NA
2024,P12,878,NA,NA,7659,NA,8801,NA,NA
2024,P12,891,NA,NA,450,NA,562,NA,NA
2024,P12,892,NA,NA,0,NA,7,NA,NA
2024,P12,894,NA,NA,302,NA,258,NA,NA
2024,P12,897,NA,NA,156,NA,131,NA,NA
2024,P12,899,NA,NA,45097,NA,33597,NA,NA
2024,P12,913,NA,NA,23,NA,46,NA,NA
2024,P12,914,NA,NA,993,NA,456,NA,NA
2024,P12,916,NA,NA,1349,NA,343,NA,NA
2024,P12,917,NA,NA,1797,NA,567,NA,NA
2024,P12,918,NA,NA,622,NA,228,NA,NA
2024,P12,919,NA,NA,1295,NA,487,NA,NA
2024,P12,921,NA,NA,79691,NA,31625,NA,NA
2024,P12,922,NA,NA,29449,NA,11907,NA,NA
2024,P12,923,NA,NA,4059,NA,1005,NA,NA
2024,P12,924,NA,NA,5668,NA,2596,NA,NA
2024,P12,932,NA,NA,6084,NA,1309,NA,NA
2024,P12,933,NA,NA,17323,NA,4538,NA,NA
2024,P12,934,NA,NA,1739,NA,460,NA,NA
2024,P12,936,NA,NA,11559,NA,2020,NA,NA
2024,P12,937,NA,NA,5539,NA,1275,NA,NA
2024,P12,938,NA,NA,64337,NA,16458,NA,NA
2024,P12,951,NA,NA,54168,NA,23488,NA,NA
2024,P12,953,NA,NA,6414,NA,2795,NA,NA
2024,P12,954,NA,NA,635,NA,367,NA,NA
2024,P12,958,NA,NA,2027,NA,698,NA,NA
2024,P12,961,NA,NA,145935,NA,38977,NA,NA
2024,P12,962,NA,NA,22105,NA,5824,NA,NA
2024,P12,963,NA,NA,7584,NA,2497,NA,NA
2024,P12,964,NA,NA,591,NA,203,NA,NA
2024,P12,965,NA,NA,835,NA,310,NA,NA
2024,P12,966,NA,NA,2280,NA,541,NA,NA
2024,P12,967,NA,NA,18057,NA,4951,NA,NA
2024,P12,968,NA,NA,1851,NA,730,NA,NA
2024,P12,971,NA,NA,14670,NA,7188,NA,NA
2024,P12,972,NA,NA,263,NA,221,NA,NA
2024,P12,981,NA,NA,95419,NA,23292,NA,NA
2024,P12,982,NA,NA,3568,NA,1135,NA,NA
2024,P12,983,NA,NA,41991,NA,10452,NA,NA
2024,P12,984,NA,NA,90192,NA,21362,NA,NA
2024,P12,985,NA,NA,15084,NA,4432,NA,NA
2024,P12,986,NA,NA,7295,NA,2952,NA,NA
2024,P12,987,NA,NA,28982,NA,6517,NA,NA
2024,P12,988,NA,NA,954,NA,315,NA,NA
2024,P12,990,NA,NA,8547,NA,3971,NA,NA
2024,P12,991,NA,NA,6413,NA,1900,NA,NA
2024,P12,992,NA,NA,11,NA,31,NA,NA
2024,P12,993,NA,NA,152639,NA,35194,NA,NA
2024,P12,994,NA,NA,11,NA,17,NA,NA
2024,P12,995,NA,NA,13,NA,26,NA,NA
2024,P12,996,NA,NA,1237,NA,410,NA,NA
2024,P12,997,NA,NA,1913,NA,825,NA,NA
2024,P12,998,NA,NA,227402,NA,48748,NA,NA
2024,P12,999,NA,NA,582439,NA,104851,NA,NA
