C601,C602,R002-0301,R002-0302
2021,P01,509236.30,-660858.6698
2021,P02,873942.66,-665371.79
2021,P03,985265.46,-546216.81
2021,P04,1234823.73,-373257.7395
2021,P05,1379016.85,-249177.8095
2021,P06,1538567.90,-164143.41
2021,P07,1759617.12,186280.06
2021,P08,1680843.20,-44997.29
2021,P09,2209972.83,449986.04
2021,P10,2229473.26,378895.91
2021,P11,1849125.965,-37892.02
2021,P12,2712110.15,763346.35
,,,
