C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2021,P01,636553.28,295705.34,1488564.10,73832.92,2520668.06,4760500.55,328183.81,439358.63
2021,P02,648355.35,302777.85,1492816.348,85550.69,2962607.20,4702377.63,256511.16,569405.43
2021,P03,591149.31,300830.63,1541596.14,93629.45,2917101.35,4966943.17,283597.12,624450.23
2021,P04,559261.61,321604.1158,1504909.85,94620.74,3007306.26,4985852.62,363007.27,523375.28
2021,P05,554453.90,319447.0558,1503627.03,95618.75,2997483.06,5104815.68,348164.18,583530.73
2021,P06,547378.60,334588.47,1661364.67,97436.32,3093925.67,5147862.37,291512.14,524927.27
2021,P07,541783.98,336650.34,1563459.32,129291.84,3150558.26,5093581.94,369391.26,543944.52
2021,P08,448042.32,326269.96,1568043.55,114514.37,3279149.01,5445225.66,299149.10,549112.51
2021,P09,421171.51,319777.3775,1487265.87,140717.5875,3486499.56,5198304.76,272489.10,573050.83
2021,P10,355823.49,328759.6408,1516063.26,142522.39,3488327.77,5486472.65,314275.96,554783.81
2021,P11,319595.29,355694.8608,1530293.67,127822.28,3698704.23,5679467.42,420215.80,648962.77
2021,P12,347199.81,355301.2608,1550583.98,122233.21,3506761.60,5182752.20,346352.73,726486.55
