C601,C602,R001-0701,R001-0702,R001-0703,R001-0704,R001-0705,R001-0706,R001-0707,R001-0708,R001-0709,R001-0710,R001-0711,R001-0712
2024,P10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11585854.07,NA
2024,P11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10720354.35,NA
2024,P12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10886131.37,NA
