C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,"2,237.79","42,592.91",NA,NA,"29,032.67","110,342.48",NA,"295,873.21"
2024,P02,0.00,"98,744.52",NA,NA,"24,177.96","117,870.44",NA,"332,487.01"
2024,P03,"2,350.37","59,100.88",NA,NA,"26,251.92","112,087.72",NA,"299,092.11"
2024,P04,0.00,"102,684.14",NA,NA,0.00,"112,087.72",NA,"310,638.37"
2024,P05,"13,902.83","62,570.04",NA,NA,"9,552.07","112,087.65",NA,"412,369.92"
2024,P06,"11,094.64","105,009.79",NA,NA,0.00,"118,343.68",NA,"354,315.65"
2024,P07,"9,440.60","158,178.93",NA,NA,"6,260.12","112,087.58",NA,"380,741.73"
2024,P08,"1,766.09","104,440.34",NA,NA,0.00,"121,658.71",NA,"328,994.18"
2024,P09,"4,034.81","62,915.08",NA,NA,0.00,"112,087.58",NA,"343,131.12"
2024,P10,"3,504.99","110,670.81",NA,NA,"26,354.57","111,534.20",NA,"305,988.93"
2024,P11,"18,840.33","60,459.11",NA,NA,"163,873.13","114,252.50",NA,"286,545.54"
2024,P12,"2,771.23","109,325.86",NA,NA,"98,408.96","165,576.14",NA,"262,404.60"
