C601,C003,R027-0201,R027-0202,R027-0203,R027-0204,R027-0205
2024,P190010001,SI,NO,NO,NO,NO
2024,P190010021,SI,NO,NO,NO,NO
2024,P190010047,SI,NO,NO,NO,NO
2024,P190100001,SI,NO,NO,NO,NO
2024,P190370001,SI,NO,NO,NO,NO
2024,P190470001,SI,NO,NO,NO,NO
,,,,,,
