C601,C003,R027-0301,R027-0302,R027-0303,R027-0304,R027-0305,R027-0306
2024,P190010001,NA,NA,NA,NA,NA,1630
2024,P190010021,NA,NA,NA,NA,NA,94
2024,P190010047,NA,NA,NA,NA,NA,87
2024,P190100001,NA,NA,NA,NA,NA,1748
2024,P190370001,NA,NA,NA,NA,NA,2280
2024,P190470001,NA,NA,NA,NA,NA,3140
