C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2024,P01,NA,8046,1601082,NA,NA,NA,NA,0,0
2024,P02,NA,7246,1441905,NA,NA,NA,NA,0,0
2024,P03,NA,6518,1296994,NA,NA,NA,NA,0,0
2024,P04,NA,7048,1402519,NA,NA,NA,NA,0,0
2024,P05,NA,6843,1361688,NA,NA,NA,NA,0,0
2024,P06,NA,6339,1261451,NA,NA,NA,NA,0,0
2024,P07,NA,6889,1370815,NA,NA,NA,NA,0,0
2024,P08,NA,6451,1283707,NA,NA,NA,NA,0,0
2024,P09,NA,6036,1201191,NA,NA,NA,NA,0,0
2024,P10,NA,6473,1288129,NA,NA,NA,NA,0,0
2024,P11,NA,6176,1229043,NA,NA,NA,NA,0,0
2024,P12,NA,5965,1187005,NA,NA,NA,NA,0,0
