C601,C003,R027-0501,R027-0502,R027-0503,R027-0504,R027-0505,R027-0506
2024,P140350001,NO,NO,NO,NO,NO,NO
2024,P140350259,NO,NO,NO,NO,NO,NO
2024,P140460001,NO,NO,NO,NO,NO,NO
2024,P140530001,NO,NO,NO,NO,NO,NO
2024,P140420121,NO,NO,NO,NO,NO,NO
2024,P140780001,NO,NO,NO,NO,NO,NO
2024,P160730001,NO,NO,NO,NO,NO,NO
2024,P140720001,NO,NO,NO,NO,NO,NO
2024,P140080001,NO,NO,NO,NO,NO,NO
2024,P140080280,NO,NO,NO,NO,NO,NO
2024,P141090001,NO,NO,NO,NO,NO,NO
2024,P160730011,NO,NO,NO,NO,NO,NO
2024,P161000001,NO,NO,NO,NO,NO,NO
2024,P140130001,NO,NO,NO,NO,NO,NO
2024,P141050001,NO,NO,NO,NO,NO,NO
