C601,C602,R020-0301,R020-0302,R020-0303,R020-0304,R020-0305,R020-0306
2024,P10,0,NA,NA,NA,NA,0
2024,P11,0,NA,NA,NA,NA,0
2024,P12,0,NA,NA,NA,NA,0
