C601,C003,R027-0501,R027-0502,R027-0503,R027-0504,R027-0505,R027-0506
2024,P010010001,No,No,Si,Si,Si,Si
2024,P010010094,No,No,Si,Si,Si,Si
2024,P010010096,No,No,Si,Si,Si,Si
2024,P010010100,No,No,Si,Si,Si,Si
2024,P010010106,No,No,Si,Si,Si,Si
2024,P010010113,No,No,Si,Si,Si,Si
2024,P010010120,No,No,Si,Si,Si,Si
2024,P010010125,No,No,No,No,Si,Si
2024,P010010128,No,No,Si,Si,Si,Si
2024,P010010135,No,No,Si,Si,Si,Si
2024,P010010141,No,No,Si,Si,Si,Si
2024,P010010146,No,No,No,No,Si,Si
2024,P010010157,No,No,Si,Si,Si,Si
2024,P010010162,No,No,Si,Si,Si,Si
2024,P010010172,No,No,Si,Si,Si,Si
2024,P010010183,No,No,Si,Si,Si,Si
2024,P010010197,No,No,Si,Si,Si,Si
2024,P010010201,No,No,Si,Si,Si,Si
2024,P010010207,No,No,Si,Si,Si,Si
2024,P010010209,No,No,Si,Si,Si,Si
2024,P010010212,No,No,Si,Si,Si,Si
2024,P010010213,No,No,No,No,Si,Si
2024,P010010226,No,No,Si,Si,Si,Si
2024,P010010228,No,No,Si,Si,Si,Si
2024,P010010230,No,No,Si,Si,Si,Si
2024,P010010236,No,No,No,No,Si,Si
2024,P010010253,No,No,Si,Si,Si,Si
2024,P010010256,No,No,Si,Si,Si,Si
2024,P010010265,No,No,Si,Si,Si,Si
2024,P010010270,No,No,Si,Si,Si,Si
2024,P010010272,No,No,Si,Si,Si,Si
2024,P010010280,No,No,Si,Si,Si,Si
2024,P010010283,No,No,Si,Si,Si,Si
2024,P010010285,No,No,Si,Si,Si,Si
2024,P010010291,No,No,Si,Si,Si,Si
2024,P010010293,No,No,Si,Si,Si,Si
2024,P010010297,No,No,Si,Si,Si,Si
2024,P010010309,No,No,Si,Si,Si,Si
2024,P010010315,No,No,Si,Si,Si,Si
2024,P010010340,No,No,Si,Si,Si,Si
2024,P010010345,No,No,Si,Si,Si,Si
2024,P010010353,No,No,Si,Si,Si,Si
2024,P010010357,No,No,Si,Si,Si,Si
2024,P010010358,No,No,Si,Si,Si,Si
2024,P010010362,No,No,Si,Si,Si,Si
2024,P010010367,No,No,Si,Si,Si,Si
2024,P010010370,No,No,Si,Si,Si,Si
2024,P010010379,No,No,Si,Si,Si,Si
2024,P010010387,No,No,Si,Si,Si,Si
2024,P010010388,No,No,Si,Si,Si,Si
2024,P010010401,No,No,Si,Si,Si,Si
2024,P010010405,No,No,Si,Si,Si,Si
2024,P010010406,No,No,Si,Si,Si,Si
2024,P010010408,No,No,Si,Si,Si,Si
2024,P010010421,No,No,Si,Si,Si,Si
2024,P010010422,No,No,Si,Si,Si,Si
2024,P010010426,No,No,Si,Si,Si,Si
2024,P010010444,No,No,No,No,Si,Si
2024,P010010456,No,No,Si,Si,Si,Si
2024,P010010461,No,No,No,No,Si,Si
2024,P010010476,No,No,Si,Si,Si,Si
2024,P010010492,No,No,Si,Si,Si,Si
2024,P010010509,No,No,Si,Si,Si,Si
2024,P010010513,No,No,Si,Si,Si,Si
2024,P010010514,No,No,Si,Si,Si,Si
2024,P010010519,No,No,Si,Si,Si,Si
2024,P010010531,No,No,Si,Si,Si,Si
2024,P010010540,No,No,Si,Si,Si,Si
2024,P010010548,No,No,Si,Si,Si,Si
2024,P010010555,No,No,Si,Si,Si,Si
2024,P010010558,No,No,Si,Si,No,No
2024,P010010569,No,No,Si,Si,Si,Si
2024,P010010576,No,No,Si,Si,Si,Si
2024,P010010583,No,No,Si,Si,Si,Si
2024,P010010584,No,No,Si,Si,Si,Si
2024,P010010587,No,No,Si,Si,Si,Si
2024,P010010590,No,No,Si,Si,Si,Si
2024,P010010593,No,No,Si,Si,Si,Si
2024,P010010602,No,No,Si,Si,Si,Si
2024,P010010605,No,No,Si,Si,Si,Si
2024,P010010607,No,No,Si,Si,Si,Si
2024,P010010617,No,No,Si,Si,Si,Si
2024,P010010631,No,No,Si,Si,Si,Si
2024,P010010632,No,No,Si,Si,Si,Si
2024,P010010648,No,No,Si,Si,Si,Si
2024,P010010651,No,No,Si,Si,Si,Si
