C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2023,P01,1704133.24,149228.45,3418622.3,NA,NA,NA,6925421.73,NA,0
2023,P02,930628.12,223917.37,3538133.1,NA,NA,NA,4046243.58,NA,22412.93
2023,P03,1631726.34,216444.79,3717142.53,NA,NA,NA,8122089.62,NA,0
2023,P04,1165851.04,167539.37,3610592.5,NA,NA,NA,5159233.27,NA,0
2023,P05,1132665.11,194292.13,3659481.34,NA,NA,NA,6278843.45,NA,0
2023,P06,1262124.58,239023.42,3621175.34,NA,NA,NA,6372097.28,NA,4310.35
2023,P07,1299191.78,125357.05,3611198.91,NA,NA,NA,4940733.56,NA,0
2023,P08,1523027.17,155050.7,3667366.63,NA,NA,NA,7695963.99,NA,0
2023,P09,1393892.81,141707.66,3657986.12,NA,NA,NA,7695346.76,NA,0
2023,P10,1151728.42,245011.68,3678579.45,NA,NA,NA,7583158.31,NA,0
2023,P11,1305580.31,182400.65,3621804.6,NA,NA,NA,8284264.89,NA,0
2023,P12,1054623.62,106502.02,3669455.17,NA,NA,NA,6430563.16,NA,4310.35
