C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2023,P01,12050,NA,1012835.47,NA,476991.38,1121696.66,NA,651525.97
2023,P02,72300,NA,893362.3,NA,565327.63,1054093.88,NA,1087359.28
2023,P03,37400,NA,892103.44,NA,130361.99,1269074.01,NA,439148.17
2023,P04,95625,NA,1056810.38,NA,585512.03,1239214.05,NA,658591.94
2023,P05,29010,NA,815682.47,NA,350748.63,1320136.16,NA,449786.56
2023,P06,29050,NA,1091055.33,NA,823736.23,1260595.95,NA,1144109.31
2023,P07,56755,NA,1444223.6,NA,610949.22,1306071.94,NA,538860.93
2023,P08,23336.21,NA,1296004.77,NA,416737.35,1359735.5,NA,687042.2
2023,P09,24510,NA,1544407.87,NA,553616.16,1513057.86,NA,535170.06
2023,P10,49612.8,NA,1555344.09,NA,418416.2,1336548.19,NA,849114.77
2023,P11,103893.96,NA,1101016.71,NA,911330.44,1472025.92,NA,1230331.84
2023,P12,139140,NA,1459470.93,NA,1273801.32,2111747.06,NA,1278480.55
