C601,C602,R002-0301,R002-0302
2024,P01,165987.9,139429.83
2024,P02,165393.67,138930.68
2024,P03,164997.52,138597.91
2024,P04,165195.59,138764.3
2024,P05,164799.44,138431.53
2024,P06,164601.36,138265.15
2024,P07,164403.29,138098.76
2024,P08,164799.44,138431.53
2024,P09,164601.36,138265.15
2024,P10,164799.44,138431.53
2024,P11,165195.59,138764.3
2024,P12,165987.9,139429.83
