C601,C602,R002-0201,R002-0202,R002-0203,R002-0204,R002-0205,R002-0206,R002-0207,R002-0208
2024,P01,NA,NA,NA,NA,150840,80448,20112,NA
2024,P02,NA,NA,NA,NA,150300,80160,20040,NA
2024,P03,NA,NA,NA,NA,149940,79968,19992,NA
2024,P04,NA,NA,NA,NA,150120,80064,20016,NA
2024,P05,NA,NA,NA,NA,149760,79872,19968,NA
2024,P06,NA,NA,NA,NA,149580,79776,19944,NA
2024,P07,NA,NA,NA,NA,149400,79680,19920,NA
2024,P08,NA,NA,NA,NA,149760,79872,19968,NA
2024,P09,NA,NA,NA,NA,149580,79776,19944,NA
2024,P10,NA,NA,NA,NA,149760,79872,19968,NA
2024,P11,NA,NA,NA,NA,150120,80064,20016,NA
2024,P12,NA,NA,NA,NA,150840,80448,20112,NA
