C501,C502,R004_0901,R004_0902,R004_0903,R004_0904
2025,P01,"82,293,748.47","93,061,255.58","1,517,374.00","2,532,469.02"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
