C601,C003,R027-0501,R027-0502,R027-0503,R027-0504,R027-0505,R027-0506
2024,P190040001,NO,NO,NO,NO,NO,NO
2024,P190050001,NO,NO,NO,NO,NO,NO
2024,P190060001,NO,NO,NO,NO,NO,NO
2024,P190090001,NO,NO,NO,NO,NO,NO
2024,P190120001,NO,NO,NO,NO,NO,NO
2024,P190130001,NO,NO,NO,NO,NO,NO
2024,P190150001,NO,NO,NO,NO,NO,NO
2024,P190200001,NO,NO,NO,NO,NO,NO
2024,P190210001,NO,NO,NO,NO,NO,NO
2024,P190250001,NO,NO,NO,NO,NO,NO
2024,P190260001,NO,NO,NO,NO,NO,NO
2024,P190290001,NO,NO,NO,NO,NO,NO
2024,P190310001,NO,NO,NO,NO,NO,NO
2024,P190330001,NO,NO,NO,NO,NO,NO
2024,P190380001,NO,NO,NO,NO,NO,NO
2024,P190390001,NO,NO,NO,NO,NO,NO
2024,P190420001,NO,NO,NO,NO,NO,NO
2024,P190440001,NO,NO,NO,NO,NO,NO
2024,P190450001,NO,NO,NO,NO,NO,NO
2024,P190460001,NO,NO,NO,NO,NO,NO
2024,P190490001,NO,NO,NO,NO,NO,NO
2024,P190500001,NO,NO,NO,NO,NO,NO
2024,P280030001,NO,NO,NO,NO,NO,NO
2024,P280080001,NO,NO,NO,NO,NO,NO
2024,P280110036,NO,NO,NO,NO,NO,NO
2024,P280120001,NO,NO,NO,NO,NO,NO
2024,P280130001,NO,NO,NO,NO,NO,NO
2024,P280140001,NO,NO,NO,NO,NO,NO
2024,P280160001,NO,NO,NO,NO,NO,NO
2024,P280190001,NO,NO,NO,NO,NO,NO
2024,P280200001,NO,NO,NO,NO,NO,NO
2024,P280210001,NO,NO,NO,NO,NO,NO
2024,P280220001,NO,NO,NO,NO,NO,NO
2024,P280270001,NO,NO,NO,NO,NO,NO
2024,P280300001,NO,NO,NO,NO,NO,NO
2024,P280320001,NO,NO,NO,NO,NO,NO
2024,P280330001,NO,NO,NO,NO,NO,NO
2024,P280380001,NO,NO,NO,NO,NO,NO
2024,P280400001,NO,NO,NO,NO,NO,NO
2024,P280410001,NO,NO,NO,NO,NO,NO
2024,P280420001,NO,NO,NO,NO,NO,NO
2024,P280430001,NO,NO,NO,NO,NO,NO
