C601,C003,R027-0301,R027-0302,R027-0303,R027-0304,R027-0305,R027-0306
2024,P190040001,NA,NA,NA,NA,NA,NA
2024,P190050001,NA,NA,NA,NA,NA,NA
2024,P190060001,NA,NA,NA,NA,NA,NA
2024,P190090001,NA,NA,NA,NA,NA,NA
2024,P190120001,NA,NA,NA,NA,NA,NA
2024,P190130001,NA,NA,NA,NA,NA,NA
2024,P190150001,NA,NA,NA,NA,NA,NA
2024,P190200001,NA,NA,NA,NA,NA,NA
2024,P190210001,NA,NA,NA,NA,NA,NA
2024,P190250001,NA,NA,NA,NA,NA,NA
2024,P190260001,NA,NA,NA,NA,NA,NA
2024,P190290001,NA,NA,NA,NA,NA,NA
2024,P190310001,NA,NA,NA,NA,NA,NA
2024,P190330001,NA,NA,NA,NA,NA,NA
2024,P190380001,NA,NA,NA,NA,NA,NA
2024,P190390001,NA,NA,NA,NA,NA,NA
2024,P190420001,NA,NA,NA,NA,NA,NA
2024,P190440001,NA,NA,NA,NA,NA,NA
2024,P190450001,NA,NA,NA,NA,NA,NA
2024,P190460001,NA,NA,NA,NA,NA,NA
2024,P190490001,NA,NA,NA,NA,NA,NA
2024,P190500001,NA,NA,NA,NA,NA,NA
2024,P280030001,NA,NA,NA,NA,NA,NA
2024,P280080001,NA,NA,NA,NA,NA,NA
2024,P280110036,NA,NA,NA,NA,NA,NA
2024,P280120001,NA,NA,NA,NA,NA,NA
2024,P280130001,NA,NA,NA,NA,NA,NA
2024,P280140001,NA,NA,NA,NA,NA,NA
2024,P280160001,NA,NA,NA,NA,NA,NA
2024,P280190001,NA,NA,NA,NA,NA,NA
2024,P280200001,NA,NA,NA,NA,NA,NA
2024,P280210001,NA,NA,NA,NA,NA,NA
2024,P280220001,NA,NA,NA,NA,NA,NA
2024,P280270001,NA,NA,NA,NA,NA,NA
2024,P280300001,NA,NA,NA,NA,NA,NA
2024,P280320001,NA,NA,NA,NA,NA,NA
2024,P280330001,NA,NA,NA,NA,NA,NA
2024,P280380001,NA,NA,NA,NA,NA,NA
2024,P280400001,NA,NA,NA,NA,NA,NA
2024,P280410001,NA,NA,NA,NA,NA,NA
2024,P280420001,NA,NA,NA,NA,NA,NA
2024,P280430001,NA,NA,NA,NA,NA,NA
