C601,C602,R002-0301,R002-0302
2023,P01,92605.00,31227.00
2023,P02,188956.00,126831.00
2023,P03,88795.00,25972.00
2023,P04,54398.00,-9242.00
2023,P05,57667.00,-8870.00
2023,P06,-37275.00,-104476.00
2023,P07,23749.00,-43778.00
2023,P08,-62760.00,-131090.00
2023,P09,-30344.00,-99112.00
2023,P10,-45773.00,-114541.00
2023,P11,5735.00,-64840.00
2023,P12,208819.00,141176.00
