C601,C602,R002-0601,R002-0602,R002-0603,R002-0604,R002-0605,R002-0606,R002-0607,R002-0608,R002-0609,R002-0610,R002-0611,R002-0612,R002-0613
2024,P01,NA,NA,NA,NA,NA,1610,NA,NA,NA,1655,NA,NA,NA
2024,P02,NA,NA,NA,NA,NA,1545,NA,NA,NA,1605,NA,NA,NA
2024,P03,NA,NA,NA,NA,NA,1496,NA,NA,NA,1609,NA,NA,NA
2024,P04,NA,NA,NA,NA,NA,1501,NA,NA,NA,1529,NA,NA,NA
2024,P05,NA,NA,NA,NA,NA,1464,NA,NA,NA,1532,NA,NA,NA
2024,P06,NA,NA,NA,NA,NA,1367,NA,NA,NA,1475,NA,NA,NA
2024,P07,NA,NA,NA,NA,NA,1368,NA,NA,NA,1473,NA,NA,NA
2024,P08,NA,NA,NA,NA,NA,1290,NA,NA,NA,1434,NA,NA,NA
2024,P09,NA,NA,NA,NA,NA,1249,NA,NA,NA,1371,NA,NA,NA
2024,P10,NA,NA,NA,NA,NA,1230,NA,NA,NA,1299,NA,NA,NA
2024,P11,NA,NA,NA,NA,NA,1205,NA,NA,NA,1289,NA,NA,NA
2024,P12,NA,NA,NA,NA,NA,1107,NA,NA,NA,1126,NA,NA,NA
