C601,C602,C103,R004-0501,R004-0502,R004-0503
2024,P10,P01,705265,1616,705265
2024,P10,P03,25625,4,25625
2024,P11,P01,718384,1622,718384
2024,P11,P03,25672,0,25672
2024,P12,P01,737210,1605,737210
2024,P12,P03,25728,1,25728
