C601,C602,R002-0101,R002-0102,R002-0103,R002-0104,R002-0105,R002-0106,R002-0107,R002-0108,R002-0109
2023,P01,27006.94,432572.75,14228796.52,141248.4,653547.84,NA,107155.34,NA,84315.92
2023,P02,32792.25,629384.7359,14427237.13,160248.36,644651.98,NA,66694.3107,NA,4.65661E-10
2023,P03,44169.03,719122.52,14770549.65,141248.36,648213.13,NA,1461.69,NA,102495.32
2023,P04,49855.03,482016.98,15643891.95,141248.36,35344.25,NA,13994.84,NA,100276.45
2023,P05,53604.13,490218.69,16085515.10,141248.36,43627.53,NA,-165279.33,NA,133133.74
2023,P06,53352.45,638019.02,15534769.76,141248.36,632433.74,NA,81894.06,NA,133046.66
2023,P07,61404.25,672618.85,16168289.11,141248.36,44030.26,NA,-10985.70,NA,159503.18
2023,P08,84569.73,567397.72,16916942.15,141248.36,1551.72,NA,-21391.7231,NA,256451.38
2023,P09,86630.95,681537.07,16936517.75,141248.36,465.52,NA,19327.71,NA,135009.57
2023,P10,91349.22,656138.07,16991921,141248.36,1551.73,NA,-32807.81,NA,145677.7
2023,P11,97547.34,492308.22,16991325.58,141248.36,0,NA,-36195.89,NA,166039.80
2023,P12,103410.30,573763.35,17024951.94,141248.36,206.89,NA,-94328.90,NA,125378.17
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
