C601,C602,R002-0601,R002-0602,R002-0603,R002-0604,R002-0605,R002-0606,R002-0607,R002-0608,R002-0609,R002-0610,R002-0611,R002-0612,R002-0613
2023,P01,NA,NA,NA,NA,NA,33281,NA,52,NA,0,10,NA,NA
2023,P02,NA,NA,NA,NA,NA,34607,NA,63,NA,0,14,NA,NA
2023,P03,NA,NA,NA,NA,NA,35986,NA,96,NA,0,10,NA,NA
2023,P04,NA,NA,NA,NA,NA,37282,NA,139,NA,0,10,NA,NA
2023,P05,NA,NA,NA,NA,NA,37801,NA,143,NA,0,10,NA,NA
2023,P06,NA,NA,NA,NA,NA,37406,NA,147,NA,0,10,NA,NA
2023,P07,NA,NA,NA,NA,NA,39993,NA,163,NA,0,10,NA,NA
2023,P08,NA,NA,NA,NA,NA,39820,NA,240,NA,0,10,NA,NA
2023,P09,NA,NA,NA,NA,NA,39555,NA,190,NA,0,10,NA,NA
2023,P10,NA,NA,NA,NA,NA,40690,NA,366,NA,0,12,NA,NA
2023,P11,NA,NA,NA,NA,NA,39994,NA,248,NA,0,10,NA,NA
2023,P12,NA,NA,NA,NA,NA,39703,NA,306,NA,0,10,NA,NA
